"","neighborhood","overall_satisfaction","accommodates","bedrooms","price","latitude","longitude","room_type"
"81","Østerbro",5,2,1,80,55.706274,12.580523,"E"
"82","Østerbro",5,5,2,73,55.702187,12.584338,"E"
"83","Østerbro",0,4,2,80,55.704116,12.585224,"E"
"84","Indre By",4.5,2,1,82,55.686901,12.583974,"E"
"85","Vanløse",4.5,2,1,54,55.69101,12.509837,"E"
"86","Nørrebro",0,2,1,48,55.700784,12.546356,"E"
"87","Nørrebro",5,2,2,57,55.695666,12.545758,"E"
"88","Nørrebro",0,3,1,53,55.709575,12.55467,"E"
"89","Bispebjerg",4.5,2,1,60,55.708198,12.53543,"E"
"90","Brønshøj-Husum",0,2,1,57,55.70552,12.490883,"E"
"91","Brønshøj-Husum",4.5,2,1,48,55.703565,12.504055,"E"
"92","Brønshøj-Husum",0,2,1,59,55.713844,12.470525,"E"
"93","Bispebjerg",5,4,1,59,55.712328,12.530914,"E"
"94","Nørrebro",0,4,1,54,55.701094,12.548329,"E"
"95","Nørrebro",0,2,1,55,55.691531,12.544434,"E"
"96","Bispebjerg",0,2,1,57,55.705433,12.528021,"E"
"97","Bispebjerg",0,2,1,57,55.706873,12.535188,"E"
"98","Brønshøj-Husum",4.5,3,1,48,55.704681,12.490465,"E"
"99","Østerbro",0,3,2,57,55.702424,12.58525,"E"
"100","Østerbro",4.5,6,3,53,55.706131,12.579278,"E"
"101","Østerbro",0,2,1,57,55.711372,12.56761,"E"
"102","Vesterbro-Kongens Enghave",0,6,4,32,55.672831,12.550952,"E"
"103","Brønshøj-Husum",0,2,1,39,55.710738,12.474415,"E"
"104","Nørrebro",0,3,1,35,55.702317,12.551917,"E"
"105","Nørrebro",0,3,1,38,55.688449,12.554103,"E"
"106","Nørrebro",4.5,3,1,26,55.700459,12.539819,"E"
"107","Østerbro",5,5,3,1777,55.707732,12.592515,"E"
"108","Amager Vest",0,3,1,5620,55.66508,12.595452,"E"
"109","Østerbro",0,6,3,1615,55.698312,12.577913,"E"
"110","Indre By",0,7,2,1615,55.677692,12.574625,"E"
"111","Vanløse",5,10,6,1050,55.689787,12.486882,"E"
"112","Amager Vest",0,2,1,1329,55.663455,12.576951,"E"
"113","Østerbro",4.5,4,2,969,55.707034,12.579749,"E"
"114","Indre By",5,10,6,781,55.68252,12.57436,"E"
"115","Amager Vest",0,6,3,727,55.632686,12.57267,"E"
"116","Indre By",0,7,4,726,55.680288,12.602841,"E"
"117","Vesterbro-Kongens Enghave",0,3,2,808,55.667282,12.554795,"E"
"118","Amager Vest",0,3,2,806,55.63219,12.575795,"E"
"119","Valby",0,3,2,927,55.658856,12.513188,"E"
"120","Indre By",0,6,3,791,55.685463,12.59465,"E"
"121","Indre By",4.5,6,0,808,55.69425,12.612104,"E"
"122","Indre By",5,6,4,725,55.680196,12.588841,"E"
"123","Indre By",0,8,4,808,55.685074,12.588997,"E"
"124","Bispebjerg",5,4,1,969,55.710268,12.53038,"E"
"125","Indre By",4.5,16,5,727,55.681185,12.57592,"E"
"126","Indre By",0,10,5,888,55.679811,12.578169,"E"
"127","Indre By",5,2,1,904,55.678998,12.575435,"E"
"128","Indre By",5,7,3,549,55.682468,12.584904,"E"
"129","Indre By",5,9,4,533,55.680037,12.567966,"E"
"130","Brønshøj-Husum",5,11,6,541,55.702176,12.501628,"E"
"131","Østerbro",0,2,1,552,55.697191,12.594322,"E"
"132","Nørrebro",0,4,2,565,55.689518,12.559123,"E"
"133","Indre By",0,6,2,565,55.687506,12.590848,"E"
"134","Amager Øst",0,10,5,565,55.662808,12.612716,"E"
"135","Østerbro",0,5,4,565,55.726661,12.572493,"E"
"136","Valby",0,10,5,565,55.654686,12.488351,"E"
"137","Indre By",4.5,10,5,565,55.672594,12.575977,"E"
"138","Indre By",0,6,3,565,55.690828,12.579855,"E"
"139","Indre By",5,8,4,646,55.679447,12.56341,"E"
"140","Indre By",4.5,10,6,614,55.679996,12.564202,"E"
"141","Indre By",4.5,6,3,565,55.683654,12.614841,"E"
"142","Indre By",0,6,2,646,55.679178,12.563259,"E"
"143","Amager Vest",4.5,4,2,577,55.669076,12.580473,"E"
"144","Indre By",0,6,3,565,55.677876,12.590322,"E"
"145","Østerbro",0,6,4,629,55.701055,12.583184,"E"
"146","Indre By",5,4,2,529,55.674052,12.575345,"E"
"147","Amager Vest",5,12,6,573,55.651873,12.610936,"E"
"148","Indre By",0,11,5,614,55.68128,12.583454,"E"
"149","Amager Vest",5,8,4,581,55.669093,12.578849,"E"
"150","Indre By",0,5,1,721,55.683064,12.573788,"E"
"151","Østerbro",5,9,5,557,55.692774,12.569807,"E"
"152","Indre By",5,15,4,529,55.678387,12.570685,"E"
"153","Indre By",5,8,4,533,55.682755,12.590932,"E"
"154","Indre By",5,7,3,630,55.678527,12.590415,"E"
"155","Indre By",5,6,3,600,55.683107,12.582258,"E"
"156","Indre By",0,4,1,600,55.676487,12.570706,"E"
"157","Indre By",5,5,3,660,55.690702,12.571914,"E"
"158","Indre By",4.5,12,4,646,55.677635,12.571164,"E"
"159","Indre By",0,8,3,565,55.681509,12.589086,"E"
"160","Indre By",5,3,1,549,55.684306,12.564363,"E"
"161","Indre By",4.5,12,5,600,55.688949,12.591823,"E"
"162","Vesterbro-Kongens Enghave",0,2,2,323,55.645304,12.549097,"E"
"163","Indre By",4.5,5,2,315,55.679841,12.579845,"E"
"164","Indre By",0,2,1,323,55.682674,12.583501,"E"
"165","Indre By",0,4,2,323,55.684083,12.562805,"E"
"166","Indre By",5,8,3,484,55.678594,12.573319,"E"
"167","Nørrebro",0,7,3,315,55.685194,12.558462,"E"
"168","Indre By",5,5,2,312,55.684206,12.565179,"E"
"169","Indre By",5,8,3,336,55.673485,12.574544,"E"
"170","Indre By",0,3,2,353,55.68962,12.58935,"E"
"171","Indre By",4.5,6,3,339,55.67819,12.569485,"E"
"172","Nørrebro",4.5,6,4,355,55.68832,12.562433,"E"
"173","Amager Vest",0,9,3,315,55.667179,12.595514,"E"
"174","Indre By",0,9,4,322,55.67963,12.580119,"E"
"175","Vesterbro-Kongens Enghave",5,4,3,323,55.670021,12.552089,"E"
"176","Amager Vest",0,5,3,354,55.65303,12.564389,"E"
"177","Indre By",5,6,3,344,55.682797,12.57818,"E"
"178","Vesterbro-Kongens Enghave",5,6,2,315,55.673481,12.559685,"E"
"179","Indre By",5,6,3,375,55.675864,12.571904,"E"
"180","Vesterbro-Kongens Enghave",0,8,2,355,55.667044,12.548709,"E"
"181","Indre By",0,6,2,323,55.68129,12.569711,"E"
"182","Indre By",0,6,4,484,55.686116,12.566535,"E"
"183","Østerbro",0,6,3,396,55.697012,12.577124,"E"
"184","Indre By",4.5,8,3,390,55.679198,12.563294,"E"
"185","Nørrebro",5,7,5,339,55.691541,12.561419,"E"
"186","Østerbro",4.5,6,4,323,55.717087,12.577286,"E"
"187","Nørrebro",0,7,3,323,55.692448,12.544379,"E"
"188","Indre By",4,6,3,323,55.692192,12.574854,"E"
"189","Østerbro",0,6,3,322,55.697654,12.581332,"E"
"190","Nørrebro",4.5,3,1,323,55.696369,12.548716,"E"
"191","Indre By",0,4,2,323,55.684917,12.568378,"E"
"192","Indre By",5,6,3,355,55.683728,12.576587,"E"
"193","Østerbro",0,6,2,323,55.713293,12.568383,"E"
"194","Indre By",0,7,3,323,55.681859,12.578838,"E"
"195","Østerbro",0,8,3,321,55.698124,12.57587,"E"
"196","Indre By",0,6,3,364,55.693628,12.575839,"E"
"197","Østerbro",0,4,2,323,55.70751,12.560144,"E"
"198","Indre By",5,8,3,323,55.6829,12.572638,"E"
"199","Amager Vest",0,4,2,323,55.662903,12.572584,"E"
"200","Vesterbro-Kongens Enghave",4.5,7,4,310,55.668189,12.539966,"E"
"201","Vesterbro-Kongens Enghave",0,4,2,323,55.662107,12.541951,"E"
"202","Indre By",5,6,4,323,55.691627,12.574591,"E"
"203","Indre By",5,6,3,315,55.690262,12.570386,"E"
"204","Bispebjerg",0,7,5,323,55.716201,12.538743,"E"
"205","Indre By",0,4,2,336,55.692199,12.575742,"E"
"206","Indre By",0,4,2,323,55.678632,12.57613,"E"
"207","Nørrebro",5,8,3,323,55.686828,12.560236,"E"
"208","Indre By",4.5,10,3,444,55.68035,12.574943,"E"
"209","Indre By",5,3,1,322,55.678949,12.577098,"E"
"210","Vanløse",0,6,4,323,55.696629,12.504161,"E"
"211","Valby",4.5,12,6,420,55.662911,12.4788,"E"
"212","Vesterbro-Kongens Enghave",4.5,6,3,323,55.669476,12.54229,"E"
"213","Indre By",0,8,3,312,55.6772,12.574545,"E"
"214","Østerbro",0,4,1,355,55.704489,12.57735,"E"
"215","Amager Vest",0,6,2,403,55.667713,12.578309,"E"
"216","Østerbro",5,4,2,323,55.698436,12.580382,"E"
"217","Indre By",0,2,1,339,55.682495,12.575077,"E"
"218","Indre By",0,8,5,404,55.688731,12.588617,"E"
"219","Indre By",0,6,4,404,55.671043,12.572245,"E"
"220","Vesterbro-Kongens Enghave",4.5,6,3,339,55.671122,12.56266,"E"
"221","Østerbro",5,7,5,355,55.712503,12.574075,"E"
"222","Indre By",5,4,2,339,55.681419,12.580819,"E"
"223","Vesterbro-Kongens Enghave",0,4,2,404,55.666777,12.537337,"E"
"224","Indre By",5,6,3,372,55.683723,12.563245,"E"
"225","Indre By",5,5,2,354,55.678809,12.581086,"E"
"226","Valby",5,10,4,407,55.664567,12.49643,"E"
"227","Østerbro",0,4,2,403,55.697011,12.576436,"E"
"228","Vesterbro-Kongens Enghave",5,4,2,323,55.672757,12.561515,"E"
"229","Østerbro",0,10,6,355,55.716807,12.581125,"E"
"230","Østerbro",0,8,4,361,55.702304,12.580076,"E"
"231","Brønshøj-Husum",5,13,7,387,55.711484,12.510032,"E"
"232","Brønshøj-Husum",4.5,7,3,372,55.707794,12.460995,"E"
"233","Indre By",0,8,3,456,55.685445,12.5883,"E"
"234","Vesterbro-Kongens Enghave",4.5,4,2,364,55.671259,12.562301,"E"
"235","Østerbro",0,4,4,404,55.69619,12.573827,"E"
"236","Nørrebro",5,4,2,427,55.696086,12.556274,"E"
"237","Indre By",5,5,2,323,55.68061,12.564646,"E"
"238","Nørrebro",4.5,7,3,322,55.704355,12.547362,"E"
"239","Østerbro",5,6,3,355,55.71326,12.576118,"E"
"240","Amager Vest",4.5,8,3,322,55.667206,12.596196,"E"
"241","Indre By",5,6,3,364,55.688771,12.590789,"E"
"242","Indre By",5,4,2,323,55.680017,12.592921,"E"
"243","Indre By",5,6,3,322,55.696074,12.583018,"E"
"244","Indre By",5,6,2,323,55.68625,12.607556,"E"
"245","Indre By",5,4,2,312,55.687812,12.591041,"E"
"246","Østerbro",0,4,2,322,55.708053,12.598307,"E"
"247","Amager Vest",0,6,3,323,55.663556,12.598444,"E"
"248","Indre By",0,6,3,323,55.678231,12.59011,"E"
"249","Amager Øst",0,3,2,323,55.661407,12.612565,"E"
"250","Indre By",5,6,3,322,55.677851,12.591105,"E"
"251","Indre By",5,4,1,323,55.679968,12.59171,"E"
"252","Indre By",0,6,3,322,55.685358,12.586766,"E"
"253","Indre By",5,6,3,323,55.68315,12.586785,"E"
"254","Indre By",0,6,5,355,55.696061,12.584929,"E"
"255","Amager Øst",0,5,3,323,55.661498,12.632132,"E"
"256","Indre By",4.5,12,6,364,55.688557,12.586778,"E"
"257","Indre By",0,6,3,323,55.686501,12.586312,"E"
"258","Indre By",0,4,2,355,55.680174,12.587858,"E"
"259","Indre By",4.5,5,3,315,55.681824,12.591769,"E"
"260","Indre By",4.5,6,3,355,55.68173,12.589728,"E"
"261","Østerbro",0,4,2,404,55.697149,12.596902,"E"
"262","Indre By",4.5,2,3,361,55.69492,12.600787,"E"
"263","Indre By",0,8,4,323,55.694414,12.587112,"E"
"264","Indre By",0,4,1,404,55.681119,12.58986,"E"
"265","Indre By",0,6,3,404,55.677519,12.587719,"E"
"266","Indre By",0,6,3,427,55.69458,12.591085,"E"
"267","Indre By",5,10,3,444,55.6853,12.58585,"E"
"268","Nørrebro",4.5,2,1,67,55.68223,12.555549,"S"
"269","Nørrebro",4.5,2,1,60,55.696899,12.542934,"S"
"270","Amager Vest",0,4,1,57,55.623245,12.585856,"S"
"271","Østerbro",4.5,3,1,47,55.710663,12.57659,"S"
"272","Vesterbro-Kongens Enghave",0,4,1,267,55.673086,12.554858,"S"
"273","Vesterbro-Kongens Enghave",0,2,1,145,55.652096,12.541654,"S"
"274","Bispebjerg",0,2,1,144,55.703851,12.524897,"S"
"275","Indre By",0,5,1,129,55.681343,12.583337,"S"
"276","Østerbro",0,3,1,123,55.715052,12.569925,"S"
"277","Vesterbro-Kongens Enghave",0,4,1,121,55.664651,12.551198,"S"
"278","Amager Vest",4.5,2,1,113,55.653784,12.563175,"S"
"279","Indre By",0,1,1,84,55.685823,12.587507,"S"
"280","Amager Vest",0,2,1,100,55.650305,12.611282,"S"
"281","Østerbro",0,2,1,97,55.711947,12.564801,"S"
"282","Amager Vest",0,4,1,102,55.660497,12.604627,"S"
"283","Nørrebro",0,4,1,97,55.695443,12.539574,"S"
"284","Indre By",0,6,1,97,55.673855,12.573708,"S"
"285","Brønshøj-Husum",0,3,1,73,55.705616,12.510301,"S"
"286","Amager Øst",0,3,1,79,55.66882,12.600052,"S"
"287","Valby",5,2,1,80,55.656316,12.513838,"S"
"288","Nørrebro",0,4,1,73,55.695048,12.540888,"S"
"289","Amager Øst",0,3,1,73,55.667199,12.612027,"S"
"290","Indre By",0,2,1,65,55.672688,12.576195,"S"
"291","Nørrebro",4.5,2,1,60,55.697249,12.542888,"S"
"292","Nørrebro",5,1,1,52,55.694764,12.546073,"S"
"293","Vanløse",0,1,1,48,55.690596,12.503066,"S"
"294","Østerbro",0,1,1,46,55.699759,12.575999,"S"
"295","Amager Vest",5,1,1,42,55.66265,12.598729,"S"
"296","Nørrebro",4,2,1,60,55.695456,12.543835,"S"
"297","Amager Vest",0,2,1,57,55.628901,12.560092,"S"
"298","Vanløse",0,3,1,54,55.693257,12.495316,"S"
"299","Amager Vest",4.5,1,1,59,55.649558,12.609135,"S"
"300","Nørrebro",5,1,1,45,55.696225,12.547734,"S"
"301","Vesterbro-Kongens Enghave",5,3,1,57,55.646012,12.535057,"S"
"302","Nørrebro",4.5,2,1,60,55.697439,12.544253,"S"
"303","Nørrebro",5,1,1,55,55.69483,12.550022,"S"
"304","Nørrebro",3.5,1,1,24,55.69765,12.54269,"S"
"305","Nørrebro",0,1,1,24,55.696081,12.542379,"S"
"306","Nørrebro",0,1,1,24,55.69725,12.544159,"S"
"307","Nørrebro",0,1,1,24,55.695407,12.542498,"S"
"308","Nørrebro",3.5,2,1,27,55.6958,12.545084,"S"
"309","Nørrebro",3.5,2,1,27,55.695544,12.543623,"S"
"310","Nørrebro",4,2,1,27,55.696753,12.545297,"S"
"311","Nørrebro",4.5,2,1,27,55.696599,12.54496,"S"
"312","Nørrebro",4,2,1,24,55.698365,12.545374,"S"
"313","Nørrebro",4,1,1,24,55.697929,12.544093,"S"
"314","Nørrebro",4.5,2,1,27,55.695769,12.543178,"S"
"315","Nørrebro",4.5,1,1,24,55.698209,12.54447,"S"
"316","Nørrebro",3.5,1,1,27,55.6966,12.543826,"S"
"317","Nørrebro",4.5,2,1,27,55.699336,12.544689,"S"
"318","Nørrebro",4.5,2,1,27,55.698093,12.545587,"S"
"319","Nørrebro",4.5,2,1,27,55.695141,12.543631,"S"
"320","Nørrebro",4.5,2,1,23,55.699254,12.545971,"S"
"321","Nørrebro",4.5,1,1,27,55.695579,12.545112,"S"
"322","Nørrebro",0,1,1,27,55.695333,12.544893,"S"
"323","Østerbro",4.5,3,1,25,55.708424,12.563322,"S"
"324","Nørrebro",4.5,10,1,25,55.696341,12.53898,"S"
"325","Vesterbro-Kongens Enghave",4.5,2,1,32,55.668403,12.549877,"S"
"326","Vanløse",0,2,1,40,55.694165,12.492468,"S"
"327","Amager Vest",0,1,1,10,55.662346,12.596559,"S"
"328","Østerbro",0,1,1,23,55.708754,12.573687,"S"
"329","Nørrebro",5,1,1,25,55.688102,12.545483,"S"
"330","Nørrebro",4.5,1,1,24,55.698002,12.545955,"S"
"331","Østerbro",4.5,2,1,25,55.70851,12.56263,"S"
"332","Vesterbro-Kongens Enghave",4.5,1,1,25,55.645732,12.524966,"S"
"333","Nørrebro",0,2,1,38,55.694856,12.536616,"S"
"334","Amager Øst",5,1,1,22,55.667718,12.615712,"S"
"335","Vesterbro-Kongens Enghave",4.5,2,1,32,55.669129,12.550356,"S"
"336","Indre By",0,2,1,30,55.671926,12.568951,"S"
"337","Vanløse",0,2,1,40,55.694843,12.492348,"S"
"338","Amager Vest",5,2,1,37,55.662356,12.594311,"S"
"339","Valby",4.5,1,1,21,55.654343,12.51792,"S"
"340","Brønshøj-Husum",4.5,2,1,32,55.715404,12.478687,"S"
"341","Vesterbro-Kongens Enghave",0,1,1,34,55.671491,12.557949,"S"
"342","Nørrebro",5,2,1,31,55.686052,12.549453,"S"
"343","Bispebjerg",5,1,1,26,55.707127,12.530957,"S"
"344","Indre By",0,1,1,37,55.681448,12.582024,"S"
"345","Nørrebro",4,12,1,32,55.694672,12.535202,"S"
"346","Vanløse",4.5,2,1,39,55.692104,12.475123,"S"
"347","Vesterbro-Kongens Enghave",4.5,3,1,39,55.651255,12.555323,"S"
"348","Bispebjerg",4.5,2,1,24,55.705078,12.532915,"S"
"349","Østerbro",4.5,4,1,25,55.708403,12.563073,"S"
"350","Bispebjerg",0,1,1,29,55.703823,12.521796,"S"
"351","Amager Øst",0,1,1,16,55.668293,12.600823,"S"
"352","Amager Øst",5,3,1,31,55.664107,12.604952,"S"
"353","Nørrebro",0,2,1,29,55.702401,12.541056,"S"
"354","Amager Øst",4.5,2,1,38,55.664355,12.608494,"S"
"355","Nørrebro",4,8,1,26,55.695156,12.539414,"S"
"356","Indre By",4,6,1,32,55.671914,12.576299,"S"
"357","Nørrebro",5,1,1,25,55.694368,12.540646,"S"
"358","Nørrebro",4.5,1,1,27,55.696585,12.544963,"S"
"359","Vesterbro-Kongens Enghave",0,1,1,34,55.672094,12.551099,"S"
"360","Østerbro",4.5,1,1,25,55.708415,12.563181,"S"
"361","Østerbro",5,1,1,32,55.706572,12.583516,"S"
"362","Indre By",0,1,1,29,55.678638,12.592259,"S"
"363","Amager Øst",4.5,2,1,33,55.659768,12.609668,"S"
"364","Nørrebro",5,1,1,24,55.696618,12.543831,"S"
"365","Østerbro",0,6,2,113,55.713436,12.573016,"E"
"366","Valby",0,6,3,646,55.674197,12.488799,"E"
"367","Indre By",0,6,3,242,55.684935,12.612887,"E"
"368","Vesterbro-Kongens Enghave",0,4,2,97,55.651674,12.548678,"E"
"369","Valby",5,4,1,49,55.667656,12.502775,"E"
"370","Indre By",4.5,7,3,565,55.670854,12.590801,"E"
"371","Østerbro",4.5,6,3,290,55.729154,12.572409,"E"
"372","Østerbro",0,3,1,145,55.705418,12.582265,"E"
"373","Østerbro",0,4,2,134,55.704476,12.58301,"E"
"374","Vesterbro-Kongens Enghave",0,5,2,113,55.644827,12.552453,"E"
"375","Bispebjerg",0,5,1,113,55.700697,12.536461,"E"
"376","Valby",5,4,1,85,55.665411,12.520171,"E"
"377","Bispebjerg",0,3,2,89,55.709913,12.516878,"E"
"378","Amager Øst",4,3,1,44,55.66753,12.614482,"E"
"379","Vesterbro-Kongens Enghave",0,2,1,1615,55.667711,12.55421,"E"
"380","Nørrebro",0,4,2,646,55.690008,12.562052,"E"
"381","Indre By",5,5,4,321,55.697459,12.58588,"E"
"382","Indre By",4.5,6,2,339,55.679198,12.593621,"E"
"383","Indre By",5,8,3,339,55.686744,12.612705,"E"
"384","Amager Øst",0,8,4,227,55.656757,12.626056,"E"
"385","Brønshøj-Husum",0,6,3,259,55.701619,12.493265,"E"
"386","Nørrebro",5,2,2,242,55.686775,12.559485,"E"
"387","Østerbro",4.5,6,4,275,55.713599,12.574152,"E"
"388","Brønshøj-Husum",4.5,8,4,242,55.713193,12.46876,"E"
"389","Brønshøj-Husum",5,6,3,275,55.703633,12.478304,"E"
"390","Nørrebro",5,4,2,259,55.694018,12.545253,"E"
"391","Østerbro",4.5,8,3,299,55.702875,12.577656,"E"
"392","Vesterbro-Kongens Enghave",0,6,4,404,55.671982,12.554264,"E"
"393","Indre By",4.5,6,3,331,55.669748,12.5701,"E"
"394","Østerbro",5,6,4,361,55.699341,12.593729,"E"
"395","Vesterbro-Kongens Enghave",4.5,8,4,323,55.671494,12.554178,"E"
"396","Indre By",5,3,1,323,55.686924,12.567829,"E"
"397","Indre By",5,5,3,323,55.682844,12.56429,"E"
"398","Amager Vest",5,6,4,355,55.651131,12.611454,"E"
"399","Indre By",4,4,2,312,55.680232,12.589243,"E"
"400","Indre By",5,3,2,323,55.68132,12.573498,"E"
"401","Indre By",0,4,2,323,55.682172,12.580834,"E"
"402","Østerbro",0,5,2,323,55.703992,12.57851,"E"
"403","Amager Vest",0,2,0,331,55.661243,12.596915,"E"
"404","Indre By",4.5,6,2,372,55.675239,12.573334,"E"
"405","Amager Øst",5,8,4,484,55.654112,12.639287,"E"
"406","Nørrebro",4.5,12,2,361,55.694743,12.54516,"E"
"407","Østerbro",0,2,1,323,55.701302,12.576405,"E"
"408","Indre By",0,4,1,322,55.67526,12.570069,"E"
"409","Indre By",5,5,3,327,55.673933,12.556295,"E"
"410","Amager Vest",5,8,4,354,55.647753,12.611403,"E"
"411","Indre By",0,5,3,364,55.685576,12.614562,"E"
"412","Vesterbro-Kongens Enghave",0,12,4,364,55.670436,12.546244,"E"
"413","Vanløse",5,8,4,335,55.693168,12.509182,"E"
"414","Vesterbro-Kongens Enghave",5,6,3,372,55.672177,12.557399,"E"
"415","Valby",0,8,4,322,55.665065,12.524402,"E"
"416","Indre By",5,3,1,322,55.681958,12.589914,"E"
"417","Amager Vest",0,4,2,515,55.660694,12.571781,"E"
"418","Amager Vest",0,6,4,404,55.654953,12.565524,"E"
"419","Østerbro",0,6,4,323,55.718646,12.576517,"E"
"420","Indre By",5,11,5,484,55.679442,12.58814,"E"
"421","Indre By",5,5,3,342,55.691668,12.581244,"E"
"422","Amager Vest",0,7,3,342,55.659361,12.589878,"E"
"423","Østerbro",5,5,3,336,55.697451,12.581527,"E"
"424","Indre By",4.5,12,6,499,55.675895,12.576977,"E"
"425","Indre By",5,6,1,323,55.679086,12.562928,"E"
"426","Østerbro",5,8,4,452,55.703213,12.578247,"E"
"427","Amager Vest",5,6,2,323,55.634157,12.576496,"E"
