"","neighborhood","overall_satisfaction","accommodates","bedrooms","price","latitude","longitude","room_type"
"165","Amager Øst",4.5,2,1,108,55.65508,12.611365,"E"
"166","Vesterbro-Kongens Enghave",5,2,1,92,55.664279,12.545871,"E"
"167","Vesterbro-Kongens Enghave",NA,4,1,89,55.663289,12.548018,"E"
"168","Amager Vest",5,2,1,33,55.633261,12.592542,"P"
"169","Bispebjerg",NA,2,1,62,55.703314,12.522437,"P"
"170","Brønshøj-Husum",4,6,2,62,55.704051,12.506847,"E"
"171","Indre By",5,4,2,85,55.697876,12.587029,"E"
"172","Brønshøj-Husum",NA,8,4,139,55.709098,12.490992,"E"
"173","Amager Øst",5,3,1,155,55.667374,12.601436,"E"
"174","Indre By",4.5,2,1,95,55.683716,12.585189,"E"
"175","Nørrebro",5,2,1,107,55.687035,12.552697,"E"
"176","Nørrebro",5,2,2,108,55.693794,12.555229,"E"
"177","Nørrebro",NA,3,2,105,55.695336,12.549287,"E"
"178","Valby",5,2,1,73,55.667788,12.50924,"E"
"179","Valby",NA,2,1,73,55.666961,12.510901,"E"
"180","Vesterbro-Kongens Enghave",NA,5,2,172,55.669289,12.553351,"E"
"181","Vesterbro-Kongens Enghave",NA,3,1,124,55.645402,12.552174,"E"
"182","Vesterbro-Kongens Enghave",4.5,2,1,92,55.667222,12.549258,"E"
"183","Valby",4,2,1,70,55.672013,12.487616,"P"
"184","Vesterbro-Kongens Enghave",4.5,3,1,85,55.672898,12.55194,"E"
"185","Brønshøj-Husum",4.5,4,2,118,55.700181,12.501376,"E"
"186","Indre By",NA,5,3,194,55.697746,12.588693,"E"
"187","Valby",5,4,1,79,55.666505,12.497909,"E"
"188","Indre By",5,2,1,77,55.694247,12.578188,"E"
"189","Nørrebro",4.5,3,1,124,55.69652,12.54697,"E"
"190","Bispebjerg",NA,8,3,77,55.716469,12.553072,"E"
"191","Østerbro",NA,3,1,108,55.700507,12.578973,"E"
"192","Østerbro",5,2,1,82,55.698717,12.587192,"E"
"193","Indre By",5,2,1,62,55.671163,12.592238,"P"
"194","Nørrebro",5,2,1,116,55.698383,12.554856,"E"
"195","Nørrebro",5,2,1,46,55.690537,12.54275,"P"
"196","Amager Vest",NA,2,1,50,55.658868,12.600895,"E"
"197","Brønshøj-Husum",NA,2,1,73,55.703075,12.497522,"E"
"198","Vesterbro-Kongens Enghave",5,2,1,108,55.66716,12.548891,"E"
"199","Nørrebro",NA,6,1,146,55.693135,12.546526,"E"
"200","Indre By",4.5,4,2,310,55.679529,12.567672,"E"
"201","Indre By",4.5,3,2,138,55.676843,12.597757,"E"
"202","Indre By",NA,4,2,139,55.686143,12.615368,"E"
"203","Bispebjerg",3.5,5,2,77,55.700869,12.537515,"E"
"204","Brønshøj-Husum",4,5,1,19,55.719349,12.474926,"S"
"205","Vanløse",5,2,1,70,55.686785,12.49034,"E"
"206","Nørrebro",5,2,1,93,55.697976,12.543709,"E"
"207","Vesterbro-Kongens Enghave",5,2,1,191,55.669088,12.553336,"E"
"208","Vesterbro-Kongens Enghave",5,4,2,124,55.665236,12.551215,"E"
"209","Indre By",4.5,3,1,115,55.674193,12.591956,"E"
"210","Bispebjerg",NA,6,3,194,55.699723,12.524826,"E"
"211","Vesterbro-Kongens Enghave",NA,5,2,101,55.666274,12.553534,"E"
"212","Vesterbro-Kongens Enghave",5,5,1,93,55.671232,12.548797,"E"
"213","Vesterbro-Kongens Enghave",5,3,2,116,55.668354,12.555477,"E"
"214","Nørrebro",4.5,4,1,85,55.692071,12.537383,"E"
"215","Valby",NA,5,3,55,55.654892,12.486272,"E"
"216","Nørrebro",NA,4,2,124,55.695426,12.544128,"E"
"217","Amager Vest",5,2,1,80,55.657999,12.598695,"E"
"218","Nørrebro",4,5,2,124,55.687102,12.552566,"E"
"219","Vesterbro-Kongens Enghave",4.5,4,2,108,55.662287,12.542213,"E"
"220","Amager Øst",NA,7,3,101,55.649634,12.616188,"E"
"221","Vesterbro-Kongens Enghave",5,2,1,116,55.66914,12.546223,"E"
"222","Amager Øst",NA,2,1,62,55.662655,12.607722,"E"
"223","Brønshøj-Husum",5,7,4,173,55.712437,12.507433,"E"
"224","Vesterbro-Kongens Enghave",NA,2,1,106,55.666808,12.554934,"E"
"225","Indre By",NA,1,1,24,55.682386,12.603116,"S"
"226","Vesterbro-Kongens Enghave",5,2,1,151,55.669559,12.553929,"E"
"227","Vanløse",5,3,2,77,55.6886,12.482546,"E"
"228","Nørrebro",4.5,2,2,66,55.69899,12.54734,"E"
"229","Brønshøj-Husum",NA,10,4,155,55.70904,12.464645,"E"
"230","Amager Øst",NA,5,2,232,55.664771,12.622239,"E"
"231","Indre By",NA,4,2,95,55.674974,12.598493,"E"
"232","Vesterbro-Kongens Enghave",NA,4,1,139,55.667184,12.554526,"E"
"233","Nørrebro",4.5,3,1,77,55.68868,12.548033,"E"
"234","Amager Øst",NA,2,1,33,55.663047,12.604357,"P"
"235","Indre By",5,4,2,194,55.674341,12.574218,"E"
"236","Valby",NA,2,1,84,55.666448,12.523242,"E"
"237","Bispebjerg",NA,2,1,93,55.703031,12.529344,"E"
"238","Brønshøj-Husum",5,4,1,108,55.70281,12.495641,"E"
"239","Amager Øst",NA,4,0,82,55.653229,12.617071,"E"
"240","Nørrebro",5,2,1,77,55.694157,12.546515,"E"
"241","Østerbro",NA,2,1,132,55.695914,12.570823,"E"
"242","Vanløse",5,2,1,62,55.691892,12.496879,"E"
"243","Nørrebro",NA,4,2,139,55.69116,12.538264,"E"
"244","Valby",5,3,2,68,55.662831,12.505889,"E"
"245","Amager Vest",5,2,1,57,55.660527,12.571462,"P"
"246","Nørrebro",NA,4,2,100,55.700987,12.54802,"E"
"247","Valby",5,2,1,77,55.660332,12.523451,"E"
"248","Nørrebro",5,2,1,139,55.689819,12.55805,"E"
"249","Vesterbro-Kongens Enghave",5,3,1,170,55.671018,12.551461,"E"
"250","Indre By",5,6,2,295,55.68548,12.587877,"E"
"251","Vesterbro-Kongens Enghave",5,2,1,132,55.670931,12.556646,"E"
"252","Vanløse",NA,3,1,52,55.680182,12.484496,"E"
"253","Indre By",NA,4,2,155,55.685144,12.596046,"E"
"254","Vesterbro-Kongens Enghave",5,2,1,101,55.665576,12.55387,"E"
"255","Amager Øst",NA,2,2,79,55.662214,12.615434,"E"
"256","Indre By",4.5,2,1,93,55.674639,12.597912,"E"
"257","Indre By",4.5,2,1,138,55.678023,12.570576,"E"
"258","Vesterbro-Kongens Enghave",4.5,4,2,108,55.668656,12.548715,"E"
"259","Vesterbro-Kongens Enghave",5,2,1,108,55.67049,12.544306,"E"
"260","Indre By",5,2,1,124,55.696314,12.586661,"E"
"261","Nørrebro",4.5,8,4,310,55.691005,12.541547,"E"
"262","Vesterbro-Kongens Enghave",5,6,3,186,55.669476,12.544693,"E"
"263","Vesterbro-Kongens Enghave",5,4,2,139,55.666401,12.556468,"E"
"264","Nørrebro",NA,2,1,139,55.692502,12.56475,"E"
"265","Østerbro",4.5,2,0,77,55.697178,12.580929,"E"
"266","Vesterbro-Kongens Enghave",NA,2,1,101,55.652928,12.53801,"E"
"267","Amager Øst",5,4,2,124,55.663178,12.607023,"E"
"268","Østerbro",NA,2,1,62,55.714068,12.576525,"P"
"269","Nørrebro",NA,4,1,124,55.700265,12.541524,"E"
"270","Vesterbro-Kongens Enghave",5,4,2,159,55.665108,12.553587,"E"
"271","Nørrebro",4,6,4,155,55.69532,12.555105,"E"
"272","Amager Vest",NA,2,0,44,55.643039,12.614708,"E"
"273","Nørrebro",5,2,1,98,55.691248,12.545948,"E"
"274","Nørrebro",4.5,5,3,115,55.696711,12.552564,"E"
"275","Indre By",4.5,2,1,79,55.692717,12.618942,"E"
"276","Indre By",5,2,1,124,55.686154,12.616482,"P"
"277","Vesterbro-Kongens Enghave",5,3,2,93,55.672538,12.549191,"E"
"278","Indre By",NA,2,1,43,55.696949,12.58814,"P"
"279","Bispebjerg",4.5,2,1,85,55.706057,12.522385,"E"
"280","Nørrebro",4.5,2,1,77,55.689347,12.564454,"P"
"281","Nørrebro",NA,2,1,70,55.690143,12.540337,"E"
"282","Amager Øst",5,4,1,93,55.662873,12.61076,"E"
"283","Indre By",5,6,3,92,55.686896,12.61472,"E"
"284","Amager Vest",5,2,1,59,55.65358,12.602726,"P"
"285","Vanløse",NA,6,3,101,55.688053,12.484818,"E"
"286","Valby",4.5,3,1,55,55.667671,12.509655,"E"
"287","Brønshøj-Husum",4.5,7,3,170,55.707794,12.460995,"E"
"288","Østerbro",NA,2,1,134,55.698201,12.582011,"E"
"289","Amager Vest",5,2,1,104,55.664019,12.596703,"E"
"290","Nørrebro",4,3,1,79,55.687222,12.544305,"E"
"291","Nørrebro",4.5,4,1,85,55.69326,12.54415,"E"
"292","Nørrebro",NA,5,1,124,55.69075,12.539349,"E"
"293","Nørrebro",5,2,1,77,55.70022,12.54084,"E"
"294","Indre By",5,2,1,100,55.681642,12.592395,"P"
"295","Valby",NA,4,3,139,55.657366,12.5096,"E"
"296","Nørrebro",5,5,1,108,55.68739,12.544791,"E"
"297","Bispebjerg",4.5,3,1,52,55.698773,12.528919,"E"
"298","Indre By",NA,6,3,116,55.686164,12.616128,"E"
"299","Østerbro",5,3,1,71,55.696291,12.574483,"P"
"300","Vesterbro-Kongens Enghave",NA,2,1,77,55.669055,12.545992,"E"
"301","Nørrebro",4.5,4,2,93,55.692428,12.541794,"E"
"302","Bispebjerg",NA,5,1,62,55.703674,12.531174,"E"
"303","Indre By",4.5,2,1,102,55.673962,12.597994,"E"
"304","Nørrebro",5,2,1,186,55.690297,12.558504,"E"
"305","Valby",NA,1,1,62,55.664702,12.514007,"S"
"306","Nørrebro",4.5,4,1,85,55.687703,12.555493,"E"
"307","Indre By",5,2,1,77,55.686073,12.586862,"E"
"308","Indre By",NA,2,1,77,55.677229,12.576016,"P"
"309","Østerbro",NA,4,1,77,55.707983,12.58943,"E"
"310","Nørrebro",4.5,2,1,79,55.694566,12.55409,"E"
"311","Østerbro",NA,3,1,93,55.705243,12.585978,"E"
"312","Amager Vest",NA,6,3,132,55.662484,12.600611,"E"
"313","Indre By",4.5,4,1,108,55.686212,12.594728,"E"
"314","Nørrebro",4.5,2,1,116,55.69622,12.558439,"E"
"315","Valby",NA,3,1,95,55.656017,12.512048,"E"
"316","Nørrebro",5,3,2,132,55.695951,12.547413,"E"
"317","Nørrebro",NA,6,2,93,55.690869,12.563682,"E"
"318","Indre By",5,2,1,93,55.672303,12.587037,"P"
"319","Østerbro",NA,2,1,118,55.706862,12.583012,"E"
"320","Vesterbro-Kongens Enghave",4.5,3,2,139,55.671211,12.544748,"E"
"321","Vesterbro-Kongens Enghave",4.5,3,2,131,55.671655,12.555846,"E"
"322","Amager Øst",NA,3,1,108,55.663502,12.606154,"E"
"323","Vanløse",NA,4,2,79,55.678116,12.488948,"E"
"324","Vanløse",4.5,2,1,69,55.681224,12.485632,"E"
"325","Nørrebro",NA,5,3,116,55.687326,12.552271,"E"
"326","Vesterbro-Kongens Enghave",4.5,4,1,98,55.669483,12.546075,"E"
"327","Indre By",5,2,1,116,55.683803,12.566728,"E"
"328","Vesterbro-Kongens Enghave",5,4,2,125,55.670921,12.5523,"E"
"329","Vesterbro-Kongens Enghave",5,4,2,131,55.667155,12.547826,"E"
"330","Indre By",5,12,5,419,55.677562,12.567291,"E"
"331","Østerbro",5,2,1,132,55.695935,12.599861,"E"
"332","Vesterbro-Kongens Enghave",4.5,2,1,55,55.666119,12.5488,"P"
"333","Østerbro",5,2,1,139,55.698029,12.585326,"E"
"334","Nørrebro",NA,4,4,233,55.68506,12.556823,"E"
"335","Valby",NA,5,3,156,55.667271,12.481646,"E"
"336","Bispebjerg",4.5,2,1,69,55.701393,12.531946,"E"
"337","Nørrebro",NA,4,1,116,55.700793,12.550961,"E"
"338","Amager Øst",5,2,1,80,55.66316,12.607797,"E"
"339","Amager Vest",4.5,4,1,124,55.662856,12.601208,"E"
"340","Amager Øst",4.5,3,1,93,55.662892,12.605536,"E"
"341","Østerbro",5,3,1,146,55.699695,12.586186,"E"
"342","Nørrebro",5,3,2,175,55.694407,12.543107,"E"
"343","Vesterbro-Kongens Enghave",4.5,1,1,41,55.653586,12.551388,"P"
"344","Vesterbro-Kongens Enghave",4,4,1,73,55.663138,12.540869,"E"
"345","Indre By",NA,1,1,75,55.677064,12.596796,"P"
"346","Vesterbro-Kongens Enghave",5,3,1,55,55.665025,12.548935,"E"
"347","Bispebjerg",4,4,3,73,55.711868,12.526163,"E"
"348","Østerbro",5,6,4,186,55.697821,12.583509,"E"
"349","Amager Øst",NA,2,0,77,55.660718,12.606047,"E"
"350","Nørrebro",5,4,2,108,55.701933,12.554954,"E"
"351","Nørrebro",4.5,6,3,233,55.686922,12.562263,"E"
"352","Nørrebro",5,3,0,101,55.693584,12.544407,"E"
"353","Amager Øst",4.5,4,2,70,55.662327,12.609052,"E"
"354","Vesterbro-Kongens Enghave",4.5,3,2,108,55.642466,12.534115,"E"
"355","Indre By",5,4,2,139,55.695133,12.579754,"E"
"356","Nørrebro",NA,3,1,77,55.700335,12.541936,"E"
"357","Indre By",4.5,6,3,171,55.685792,12.566693,"E"
"358","Vesterbro-Kongens Enghave",NA,2,1,116,55.669358,12.546023,"E"
"359","Amager Vest",NA,4,2,156,55.64336,12.608458,"E"
"360","Indre By",NA,2,1,132,55.67846,12.56743,"E"
"361","Vesterbro-Kongens Enghave",NA,6,2,116,55.651789,12.544909,"E"
"362","Nørrebro",4.5,8,4,260,55.687933,12.545562,"E"
"363","Valby",NA,4,2,66,55.668264,12.496191,"E"
"364","Vesterbro-Kongens Enghave",5,2,1,115,55.667917,12.546865,"E"
"365","Valby",NA,6,3,619,55.674197,12.488799,"E"
"366","Bispebjerg",5,6,2,155,55.704621,12.531385,"E"
"367","Indre By",5,2,1,124,55.677448,12.596828,"E"
"368","Bispebjerg",NA,2,1,73,55.700999,12.530862,"E"
"369","Østerbro",5,1,1,39,55.713496,12.572055,"P"
"370","Valby",NA,2,1,74,55.662662,12.510393,"E"
"371","Vesterbro-Kongens Enghave",NA,4,2,131,55.668183,12.549074,"E"
"372","Østerbro",4.5,5,2,77,55.710256,12.572214,"E"
"373","Vesterbro-Kongens Enghave",NA,4,1,101,55.667582,12.548797,"E"
"374","Østerbro",NA,4,2,186,55.701082,12.58105,"E"
"375","Vesterbro-Kongens Enghave",4.5,4,2,124,55.666504,12.554656,"E"
"376","Østerbro",4.5,4,2,108,55.705716,12.588336,"E"
"377","Amager Øst",NA,2,0,68,55.653369,12.614847,"E"
"378","Amager Øst",4.5,4,1,77,55.665541,12.609821,"E"
"379","Nørrebro",NA,4,2,146,55.68782,12.547786,"E"
"380","Vesterbro-Kongens Enghave",NA,4,2,139,55.663907,12.54463,"E"
"381","Bispebjerg",NA,4,2,79,55.713647,12.545858,"E"
"382","Bispebjerg",5,4,1,55,55.696278,12.527667,"E"
"383","Brønshøj-Husum",NA,6,5,155,55.713254,12.512272,"E"
"384","Vesterbro-Kongens Enghave",NA,4,1,85,55.665622,12.542637,"E"
"385","Østerbro",NA,4,3,202,55.729128,12.573155,"E"
"386","Vanløse",4.5,6,1,76,55.690874,12.496967,"E"
"387","Østerbro",NA,1,1,31,55.70649,12.581266,"P"
"388","Amager Vest",5,2,1,70,55.660612,12.586773,"P"
"389","Amager Øst",NA,2,1,82,55.663237,12.604926,"E"
"390","Vesterbro-Kongens Enghave",4.5,4,1,153,55.671488,12.545949,"E"
"391","Nørrebro",4.5,3,1,68,55.68872,12.545441,"E"
"392","Indre By",5,4,2,194,55.676267,12.572172,"E"
"393","Vesterbro-Kongens Enghave",5,3,1,248,55.67008,12.554557,"E"
"394","Vesterbro-Kongens Enghave",5,4,3,131,55.671836,12.554824,"E"
"395","Vanløse",5,4,2,101,55.68996,12.510793,"E"
"396","Valby",4.5,4,2,108,55.658351,12.510916,"E"
"397","Vesterbro-Kongens Enghave",4.5,2,2,93,55.66957,12.556036,"E"
"398","Amager Vest",4,1,1,15,55.659907,12.602924,"S"
"399","Vesterbro-Kongens Enghave",NA,2,1,131,55.664697,12.544818,"E"
"400","Nørrebro",5,2,0,78,55.69315,12.544793,"E"
"401","Valby",NA,4,2,93,55.666344,12.51333,"E"
"402","Amager Vest",4,2,1,31,55.655839,12.608143,"S"
"403","Vesterbro-Kongens Enghave",4.5,3,1,93,55.665158,12.549605,"E"
"404","Nørrebro",4.5,2,0,77,55.682284,12.55532,"E"
"405","Nørrebro",4.5,5,3,124,55.684543,12.557384,"E"
"406","Amager Øst",NA,1,1,89,55.662631,12.611614,"P"
