"","neighborhood","overall_satisfaction","accommodates","bedrooms","price","latitude","longitude","room_type"
"113","Vanløse",4.5,8,5,186,55.683908,12.481073,"E"
"114","Vesterbro-Kongens Enghave",4.5,4,5,194,55.666687,12.555686,"E"
"115","Amager Vest",4.5,2,1,186,55.66824,12.577813,"E"
"116","Nørrebro",0,7,3,186,55.68622,12.550878,"E"
"117","Indre By",0,4,2,186,55.685777,12.56888,"E"
"118","Nørrebro",5,4,2,202,55.682294,12.556868,"E"
"119","Nørrebro",4.5,4,2,186,55.690145,12.561754,"E"
"120","Indre By",0,5,2,202,55.695841,12.584821,"E"
"121","Østerbro",5,2,1,186,55.69879,12.578009,"E"
"122","Østerbro",5,4,2,186,55.695147,12.571589,"E"
"123","Indre By",5,4,1,186,55.690696,12.570571,"E"
"124","Indre By",5,4,2,186,55.691233,12.579615,"E"
"125","Brønshøj-Husum",0,6,4,186,55.709644,12.508311,"E"
"126","Østerbro",4,4,2,202,55.702438,12.589469,"E"
"127","Indre By",5,3,1,186,55.696061,12.582108,"E"
"128","Nørrebro",5,3,3,188,55.696948,12.544941,"E"
"129","Østerbro",0,4,2,202,55.713216,12.576352,"E"
"130","Brønshøj-Husum",4.5,3,1,186,55.704681,12.490465,"E"
"131","Østerbro",0,2,1,186,55.712569,12.571491,"E"
"132","Østerbro",4.5,5,2,186,55.702482,12.587114,"E"
"133","Valby",4,5,2,171,55.664681,12.517974,"E"
"134","Amager Vest",4.5,4,2,156,55.645335,12.596176,"E"
"135","Amager Vest",5,6,4,151,55.635089,12.58428,"E"
"136","Amager Øst",5,7,3,147,55.658916,12.608834,"E"
"137","Vanløse",0,5,3,167,55.690979,12.488539,"E"
"138","Vesterbro-Kongens Enghave",0,7,3,171,55.668581,12.541869,"E"
"139","Valby",4.5,6,3,170,55.657625,12.508711,"E"
"140","Valby",0,6,3,156,55.66462,12.516155,"E"
"141","Amager Vest",0,6,3,156,55.666817,12.581575,"E"
"142","Vesterbro-Kongens Enghave",0,6,3,163,55.660013,12.561326,"E"
"143","Indre By",0,5,2,147,55.684296,12.595925,"E"
"144","Bispebjerg",4.5,5,4,155,55.699599,12.536182,"E"
"145","Indre By",4.5,3,1,177,55.675158,12.599698,"E"
"146","Brønshøj-Husum",4.5,7,4,155,55.698411,12.495531,"E"
"147","Brønshøj-Husum",0,4,1,147,55.710462,12.472907,"E"
"148","Brønshøj-Husum",0,5,3,156,55.715114,12.469011,"E"
"149","Nørrebro",0,5,2,156,55.700598,12.540733,"E"
"150","Brønshøj-Husum",0,5,2,156,55.710331,12.508915,"E"
"151","Bispebjerg",0,4,1,156,55.711085,12.535154,"E"
"152","Brønshøj-Husum",0,10,3,156,55.716273,12.509957,"E"
"153","Nørrebro",5,6,2,171,55.70301,12.550164,"E"
"154","Østerbro",4,4,1,147,55.708417,12.564852,"E"
"155","Indre By",4.5,5,4,147,55.684308,12.615248,"E"
"156","Nørrebro",0,6,2,147,55.691839,12.545514,"E"
"157","Indre By",5,3,1,181,55.67549,12.595477,"E"
"158","Amager Øst",0,4,2,171,55.653614,12.617796,"E"
"159","Amager Øst",4.5,7,3,162,55.657675,12.618453,"E"
"160","Indre By",0,2,1,171,55.690848,12.571365,"E"
"161","Indre By",0,4,2,127,55.695801,12.586136,"E"
"162","Amager Øst",4.5,4,3,138,55.6584,12.622795,"E"
"163","Amager Vest",5,4,2,140,55.667523,12.580723,"E"
"164","Vanløse",0,3,1,132,55.691883,12.503641,"E"
"165","Valby",0,5,2,132,55.65703,12.508897,"E"
"166","Vesterbro-Kongens Enghave",0,2,1,124,55.672516,12.551887,"E"
"167","Nørrebro",0,6,2,124,55.696482,12.539303,"E"
"168","Indre By",0,3,1,140,55.68424,12.585787,"E"
"169","Østerbro",0,4,2,128,55.704476,12.58301,"E"
"170","Nørrebro",0,4,1,132,55.693792,12.542222,"E"
"171","Indre By",5,4,2,132,55.684729,12.597133,"E"
"172","Østerbro",0,5,3,140,55.700908,12.583229,"E"
"173","Østerbro",4,5,2,127,55.697896,12.582071,"E"
"174","Østerbro",5,5,3,140,55.708886,12.581448,"E"
"175","Østerbro",4.5,5,3,133,55.709313,12.584974,"E"
"176","Amager Vest",0,4,2,127,55.665995,12.579631,"E"
"177","Amager Vest",4.5,6,3,111,55.619621,12.571634,"E"
"178","Amager Vest",0,2,1,108,55.617183,12.571154,"E"
"179","Amager Vest",4.5,4,2,108,55.616139,12.571997,"E"
"180","Amager Vest",4.5,2,0,107,55.617871,12.573241,"E"
"181","Valby",4.5,7,3,123,55.670026,12.492102,"E"
"182","Amager Vest",0,5,3,108,55.63469,12.588791,"E"
"183","Valby",0,4,2,116,55.668455,12.510987,"E"
"184","Amager Vest",5,4,2,116,55.619774,12.573137,"E"
"185","Vesterbro-Kongens Enghave",0,5,3,108,55.645134,12.531935,"E"
"186","Nørrebro",0,6,2,108,55.699684,12.53998,"E"
"187","Vesterbro-Kongens Enghave",4.5,5,2,108,55.665015,12.555835,"E"
"188","Nørrebro",0,4,1,124,55.689103,12.560531,"E"
"189","Brønshøj-Husum",0,8,3,124,55.700292,12.483651,"E"
"190","Brønshøj-Husum",0,5,2,121,55.706837,12.476989,"E"
"191","Bispebjerg",5,6,3,108,55.70642,12.52133,"E"
"192","Bispebjerg",4.5,3,1,108,55.698212,12.529753,"E"
"193","Brønshøj-Husum",5,5,3,121,55.71689,12.464115,"E"
"194","Nørrebro",0,3,2,112,55.688749,12.561677,"E"
"195","Nørrebro",5,2,1,114,55.705412,12.549638,"E"
"196","Nørrebro",5,5,3,123,55.704316,12.554603,"E"
"197","Østerbro",4.5,4,2,124,55.723033,12.572853,"E"
"198","Østerbro",4.5,2,1,124,55.732203,12.566821,"E"
"199","Østerbro",4.5,2,1,108,55.73112,12.565446,"E"
"200","Nørrebro",0,3,1,108,55.706226,12.551434,"E"
"201","Indre By",0,2,1,116,55.683782,12.569215,"E"
"202","Indre By",5,4,2,121,55.676968,12.597885,"E"
"203","Nørrebro",0,3,2,104,55.692576,12.567323,"E"
"204","Indre By",0,2,1,116,55.675808,12.598546,"E"
"205","Amager Vest",4.5,4,1,85,55.618263,12.571858,"E"
"206","Valby",0,3,1,93,55.676651,12.489575,"E"
"207","Nørrebro",4,4,1,101,55.698174,12.539791,"E"
"208","Vesterbro-Kongens Enghave",0,2,1,93,55.651229,12.525968,"E"
"209","Valby",0,3,1,85,55.655432,12.5116,"E"
"210","Valby",0,4,1,101,55.661137,12.509031,"E"
"211","Nørrebro",0,2,1,93,55.686933,12.552942,"E"
"212","Amager Vest",5,2,1,91,55.633212,12.577099,"E"
"213","Amager Vest",5,4,1,85,55.63107,12.575199,"E"
"214","Amager Vest",4,7,4,93,55.619635,12.577995,"E"
"215","Indre By",0,4,1,101,55.68273,12.582986,"E"
"216","Valby",0,4,2,85,55.650816,12.49001,"E"
"217","Valby",3.5,2,1,85,55.669006,12.51081,"E"
"218","Vanløse",0,3,1,93,55.681764,12.484525,"E"
"219","Vesterbro-Kongens Enghave",0,3,1,93,55.668653,12.543544,"E"
"220","Nørrebro",4.5,2,1,101,55.69948,12.538706,"E"
"221","Brønshøj-Husum",0,6,3,93,55.704152,12.503307,"E"
"222","Nørrebro",0,4,1,101,55.701545,12.54873,"E"
"223","Østerbro",0,2,1,93,55.712889,12.561011,"E"
"224","Østerbro",0,2,1,101,55.711101,12.567327,"E"
"225","Nørrebro",0,3,2,87,55.701592,12.538557,"E"
"226","Amager Vest",4.5,4,2,101,55.663336,12.581222,"E"
"227","Østerbro",5,2,0,87,55.721079,12.577434,"E"
"228","Østerbro",0,4,1,93,55.714336,12.576698,"E"
"229","Vesterbro-Kongens Enghave",4,3,1,74,55.657612,12.536602,"E"
"230","Valby",5,3,1,77,55.66449,12.514568,"E"
"231","Vesterbro-Kongens Enghave",5,4,1,77,55.668246,12.548984,"E"
"232","Nørrebro",0,3,1,70,55.697391,12.54439,"E"
"233","Amager Vest",0,3,2,77,55.639272,12.596054,"E"
"234","Valby",4.5,3,0,67,55.667406,12.516754,"E"
"235","Vanløse",0,2,1,62,55.692773,12.49858,"E"
"236","Vanløse",4.5,3,1,77,55.681814,12.491606,"E"
"237","Vesterbro-Kongens Enghave",5,4,2,77,55.666624,12.543965,"E"
"238","Vesterbro-Kongens Enghave",4.5,2,2,79,55.667704,12.547342,"E"
"239","Vesterbro-Kongens Enghave",5,2,1,77,55.668748,12.552778,"E"
"240","Vesterbro-Kongens Enghave",0,2,1,77,55.666011,12.555137,"E"
"241","Vesterbro-Kongens Enghave",4.5,2,1,82,55.67111,12.545827,"E"
"242","Indre By",0,4,2,79,55.680598,12.562184,"E"
"243","Vanløse",0,4,1,77,55.691414,12.48781,"E"
"244","Nørrebro",4.5,4,2,77,55.702056,12.548937,"E"
"245","Østerbro",0,3,2,77,55.712522,12.567823,"E"
"246","Østerbro",0,6,1,70,55.714856,12.561745,"E"
"247","Østerbro",0,4,1,77,55.714927,12.572584,"E"
"248","Amager Øst",0,2,1,77,55.661329,12.622874,"E"
"249","Østerbro",5,2,1,77,55.706274,12.580523,"E"
"250","Østerbro",0,2,1,65,55.706701,12.579694,"E"
"251","Vanløse",3.5,2,2,46,55.679046,12.488991,"E"
"252","Indre By",0,4,1,55,55.678133,12.56877,"E"
"253","Amager Øst",5,4,1,46,55.658771,12.620347,"E"
"254","Amager Vest",0,2,1,44,55.638259,12.601449,"E"
"255","Amager Øst",0,5,3,55,55.650504,12.621374,"E"
"256","Nørrebro",4.5,3,1,56,55.693121,12.553393,"E"
"257","Amager Vest",5,2,0,62,55.657045,12.599829,"E"
"258","Brønshøj-Husum",0,2,1,46,55.710738,12.474415,"E"
"259","Nørrebro",0,3,2,47,55.692554,12.553222,"E"
"260","Bispebjerg",5,4,1,58,55.708629,12.537342,"E"
"261","Nørrebro",4.5,3,1,53,55.690158,12.555139,"E"
"262","Østerbro",0,2,1,62,55.711652,12.566506,"E"
"263","Amager Øst",0,3,1,59,55.667139,12.619345,"E"
"264","Valby",0,4,1,54,55.662498,12.48048,"E"
"265","Vesterbro-Kongens Enghave",0,3,1,60,55.669839,12.544499,"E"
"266","Vanløse",0,2,1,34,55.692368,12.510102,"E"
"267","Valby",0,8,2,31,55.667592,12.482844,"E"
"268","Østerbro",4.5,2,1,36,55.711702,12.575729,"E"
"269","Amager Øst",0,2,1,37,55.668811,12.600742,"E"
"270","Amager Vest",0,3,2,40,55.662521,12.600573,"E"
"271","Vesterbro-Kongens Enghave",5,2,1,31,55.651388,12.53661,"E"
"272","Vanløse",0,3,1,36,55.699058,12.52266,"E"
"273","Nørrebro",5,6,3,35,55.684849,12.55855,"E"
"274","Vanløse",5,2,1,34,55.697598,12.48033,"E"
"275","Vanløse",0,3,1,27,55.69925,12.520982,"E"
"276","Indre By",4,2,0,31,55.679369,12.567836,"E"
"277","Amager Øst",0,3,1,38,55.649855,12.617169,"E"
"278","Amager Vest",0,2,0,39,55.617765,12.572308,"E"
"279","Amager Øst",4.5,3,1,28,55.666071,12.630939,"E"
"280","Vanløse",0,2,1,40,55.699108,12.520089,"E"
"281","Indre By",0,8,4,2327,55.685074,12.588997,"E"
"282","Vesterbro-Kongens Enghave",0,2,1,1551,55.667711,12.55421,"E"
"283","Østerbro",0,6,3,1551,55.698312,12.577913,"E"
"284","Amager Vest",0,3,1,5397,55.66508,12.595452,"E"
"285","Indre By",5,10,6,1059,55.68252,12.57436,"E"
"286","Vanløse",0,10,6,853,55.689503,12.484729,"E"
"287","Amager Vest",0,3,2,775,55.63219,12.575795,"E"
"288","Indre By",0,6,4,853,55.674075,12.573971,"E"
"289","Vanløse",5,10,6,853,55.689787,12.486882,"E"
"290","Indre By",0,6,3,760,55.685463,12.59465,"E"
"291","Valby",0,3,2,927,55.658856,12.513188,"E"
"292","Indre By",0,6,0,776,55.69425,12.612104,"E"
"293","Indre By",4.5,8,3,776,55.689269,12.569965,"E"
"294","Indre By",5,6,3,808,55.683107,12.582258,"E"
"295","Vesterbro-Kongens Enghave",0,3,2,776,55.667282,12.554795,"E"
"296","Amager Vest",0,2,1,825,55.668093,12.594508,"E"
"297","Vesterbro-Kongens Enghave",0,4,1,348,55.673086,12.554858,"S"
"298","Østerbro",0,2,1,93,55.711947,12.564801,"S"
"299","Vanløse",0,3,1,85,55.693257,12.495316,"S"
"300","Nørrebro",0,2,1,64,55.694856,12.536616,"S"
"301","Nørrebro",0,2,1,55,55.695141,12.543631,"S"
"302","Østerbro",4.5,4,1,45,55.708403,12.563073,"S"
"303","Bispebjerg",0,2,1,138,55.703851,12.524897,"S"
"304","Indre By",0,5,1,124,55.681343,12.583337,"S"
"305","Østerbro",0,3,1,116,55.715052,12.569925,"S"
"306","Vesterbro-Kongens Enghave",0,2,1,124,55.668704,12.548352,"S"
"307","Vesterbro-Kongens Enghave",0,4,1,116,55.665728,12.55299,"S"
"308","Amager Vest",0,2,1,100,55.650305,12.611282,"S"
"309","Amager Vest",0,4,1,102,55.660497,12.604627,"S"
"310","Nørrebro",0,4,1,96,55.688685,12.541639,"S"
"311","Indre By",0,6,1,93,55.673855,12.573708,"S"
"312","Indre By",5,2,1,62,55.682,12.566173,"S"
"313","Valby",5,2,1,77,55.656316,12.513838,"S"
"314","Brønshøj-Husum",0,3,1,70,55.705616,12.510301,"S"
"315","Amager Øst",0,3,1,76,55.66882,12.600052,"S"
"316","Nørrebro",0,4,1,70,55.695048,12.540888,"S"
"317","Nørrebro",4.5,2,1,58,55.697249,12.542888,"S"
"318","Nørrebro",5,2,1,48,55.685038,12.551979,"S"
"319","Amager Vest",0,2,1,55,55.628901,12.560092,"S"
"320","Amager Vest",0,4,1,55,55.623245,12.585856,"S"
"321","Vanløse",0,1,1,46,55.690596,12.503066,"S"
"322","Brønshøj-Husum",4.5,2,1,52,55.714648,12.460488,"S"
"323","Indre By",5,1,1,46,55.677765,12.587349,"S"
"324","Nørrebro",5,1,1,52,55.694764,12.546073,"S"
"325","Nørrebro",5,1,1,43,55.696225,12.547734,"S"
"326","Nørrebro",4.5,2,1,48,55.68223,12.555549,"S"
"327","Nørrebro",4.5,2,1,58,55.697439,12.544253,"S"
"328","Amager Vest",4.5,1,1,57,55.649558,12.609135,"S"
"329","Vanløse",0,2,1,62,55.696179,12.525118,"S"
"330","Vesterbro-Kongens Enghave",5,3,1,55,55.646012,12.535057,"S"
"331","Vesterbro-Kongens Enghave",4.5,2,1,45,55.651255,12.555323,"S"
"332","Nørrebro",5,1,1,62,55.69483,12.550022,"S"
"333","Nørrebro",4,2,1,58,55.695456,12.543835,"S"
"334","Østerbro",0,1,1,45,55.699759,12.575999,"S"
"335","Nørrebro",4,2,1,26,55.696753,12.545297,"S"
"336","Nørrebro",4,2,1,23,55.698365,12.545374,"S"
"337","Nørrebro",3.5,1,1,23,55.69765,12.54269,"S"
"338","Nørrebro",0,1,1,23,55.696081,12.542379,"S"
"339","Nørrebro",0,1,1,26,55.6966,12.543826,"S"
"340","Nørrebro",0,1,1,23,55.69725,12.544159,"S"
"341","Nørrebro",4.5,2,1,22,55.699254,12.545971,"S"
"342","Nørrebro",4.5,1,1,23,55.697929,12.544093,"S"
"343","Nørrebro",4.5,2,1,26,55.696599,12.54496,"S"
"344","Nørrebro",0,2,1,26,55.695544,12.543623,"S"
"345","Nørrebro",4.5,1,1,23,55.698209,12.54447,"S"
"346","Nørrebro",4.5,1,1,23,55.698002,12.545955,"S"
"347","Nørrebro",4.5,2,1,26,55.699336,12.544689,"S"
"348","Nørrebro",0,1,1,26,55.695579,12.545112,"S"
"349","Nørrebro",4.5,2,1,26,55.698093,12.545587,"S"
"350","Vesterbro-Kongens Enghave",4.5,1,1,24,55.645732,12.524966,"S"
"351","Amager Vest",5,1,1,24,55.659875,12.572522,"S"
"352","Nørrebro",4.5,1,1,26,55.699636,12.54455,"S"
"353","Amager Vest",0,1,1,10,55.662346,12.596559,"S"
"354","Amager Øst",5,1,1,21,55.667718,12.615712,"S"
"355","Østerbro",4.5,3,1,23,55.708424,12.563322,"S"
"356","Vesterbro-Kongens Enghave",4.5,2,1,31,55.668403,12.549877,"S"
"357","Nørrebro",5,1,1,24,55.688102,12.545483,"S"
"358","Nørrebro",0,10,1,26,55.696341,12.53898,"S"
"359","Valby",4.5,1,1,20,55.654343,12.51792,"S"
"360","Nørrebro",4.5,2,1,26,55.695769,12.543178,"S"
"361","Bispebjerg",0,1,1,28,55.703823,12.521796,"S"
"362","Bispebjerg",0,1,1,39,55.707862,12.530238,"S"
"363","Bispebjerg",4.5,2,1,23,55.705078,12.532915,"S"
"364","Østerbro",4.5,2,1,23,55.70851,12.56263,"S"
"365","Brønshøj-Husum",4,4,1,19,55.719697,12.474984,"S"
"366","Nørrebro",4,10,1,39,55.694672,12.535202,"S"
"367","Amager Vest",5,2,1,36,55.662356,12.594311,"S"
"368","Vesterbro-Kongens Enghave",4.5,2,1,31,55.669129,12.550356,"S"
"369","Indre By",0,2,1,29,55.671926,12.568951,"S"
"370","Bispebjerg",5,4,1,930,55.710268,12.53038,"E"
"371","Indre By",5,2,1,868,55.678998,12.575435,"E"
"372","Indre By",4.5,16,5,776,55.681185,12.57592,"E"
"373","Indre By",5,8,3,776,55.678594,12.573319,"E"
"374","Indre By",0,6,2,543,55.687506,12.590848,"E"
"375","Østerbro",0,5,4,543,55.726661,12.572493,"E"
"376","Østerbro",0,2,1,530,55.697191,12.594322,"E"
"377","Indre By",0,6,2,620,55.679178,12.563259,"E"
"378","Valby",0,10,5,543,55.654686,12.488351,"E"
"379","Østerbro",0,6,4,605,55.701055,12.583184,"E"
"380","Indre By",5,4,2,527,55.681163,12.579285,"E"
"381","Brønshøj-Husum",5,11,6,519,55.702176,12.501628,"E"
"382","Indre By",0,4,2,620,55.676981,12.56969,"E"
"383","Indre By",0,5,1,721,55.683064,12.573788,"E"
"384","Amager Øst",0,10,5,543,55.662808,12.612716,"E"
"385","Østerbro",5,9,5,535,55.692774,12.569807,"E"
"386","Indre By",4.5,6,3,543,55.683654,12.614841,"E"
"387","Amager Vest",0,6,3,698,55.632686,12.57267,"E"
"388","Amager Vest",4.5,4,2,553,55.669076,12.580473,"E"
"389","Amager Vest",0,12,6,569,55.651873,12.610936,"E"
"390","Indre By",3.5,11,5,558,55.681617,12.583572,"E"
"391","Indre By",5,8,4,698,55.679447,12.56341,"E"
"392","Indre By",0,6,3,543,55.677876,12.590322,"E"
"393","Indre By",0,6,3,543,55.690828,12.579855,"E"
"394","Indre By",0,4,1,577,55.676487,12.570706,"E"
"395","Vesterbro-Kongens Enghave",5,8,4,651,55.653601,12.55204,"E"
"396","Indre By",4.5,12,6,698,55.679996,12.564202,"E"
"397","Indre By",0,4,2,341,55.680174,12.587858,"E"
"398","Indre By",0,4,2,310,55.682172,12.580834,"E"
"399","Amager Vest",5,6,4,341,55.651131,12.611454,"E"
"400","Amager Øst",0,6,2,310,55.656065,12.61357,"E"
"401","Indre By",5,6,4,426,55.686205,12.582473,"E"
"402","Indre By",0,8,5,387,55.688731,12.588617,"E"
"403","Indre By",5,8,4,466,55.685089,12.566526,"E"
"404","Indre By",5,6,3,341,55.683728,12.576587,"E"
"405","Indre By",5,5,2,310,55.68061,12.564646,"E"
"406","Valby",0,3,2,464,55.6605,12.517905,"E"
"407","Amager Vest",4.5,11,3,310,55.652512,12.588735,"E"
"408","Indre By",5,4,2,325,55.681419,12.580819,"E"
"409","Vesterbro-Kongens Enghave",0,12,4,349,55.670436,12.546244,"E"
"410","Amager Øst",0,7,4,341,55.664151,12.603038,"E"
"411","Vesterbro-Kongens Enghave",0,4,2,387,55.666777,12.537337,"E"
"412","Indre By",0,6,1,466,55.681165,12.574684,"E"
"413","Vesterbro-Kongens Enghave",0,6,3,450,55.672131,12.562468,"E"
"414","Vesterbro-Kongens Enghave",5,7,4,466,55.664717,12.557844,"E"
"415","Amager Vest",5,9,4,310,55.667221,12.579206,"E"
"416","Amager Vest",0,4,3,464,55.654151,12.564759,"E"
"417","Indre By",5,5,3,310,55.682844,12.56429,"E"
"418","Indre By",5,8,3,448,55.677844,12.581653,"E"
"419","Nørrebro",4.5,6,4,341,55.68832,12.562433,"E"
"420","Indre By",5,6,3,341,55.679448,12.56969,"E"
"421","Vesterbro-Kongens Enghave",5,4,2,325,55.672522,12.561821,"E"
"422","Indre By",4.5,7,3,387,55.684073,12.567038,"E"
"423","Indre By",4.5,6,2,382,55.683497,12.563145,"E"
