"","neighborhood","overall_satisfaction","accommodates","bedrooms","price","latitude","longitude","room_type"
"105","Amager Vest",5,8,4,322,55.647753,12.611403,"E"
"106","Indre By",0,8,2,367,55.682456,12.570509,"E"
"107","Vesterbro-Kongens Enghave",4.5,4,2,441,55.66965,12.549808,"E"
"108","Østerbro",5,8,4,412,55.703213,12.578247,"E"
"109","Nørrebro",4.5,3,1,368,55.697238,12.555377,"E"
"110","Indre By",0,13,4,437,55.678387,12.570685,"E"
"111","Valby",0,9,4,368,55.663083,12.515348,"E"
"112","Østerbro",5,6,3,368,55.702843,12.578104,"E"
"113","Vesterbro-Kongens Enghave",0,4,2,368,55.666777,12.537337,"E"
"114","Amager Vest",0,4,1,441,55.660462,12.587343,"E"
"115","Amager Øst",0,6,2,368,55.654635,12.636574,"E"
"116","Indre By",5,5,2,323,55.675995,12.570344,"E"
"117","Indre By",5,5,3,312,55.691668,12.581244,"E"
"118","Vesterbro-Kongens Enghave",0,2,1,353,55.666106,12.555315,"E"
"119","Indre By",0,4,2,353,55.681927,12.581468,"E"
"120","Amager Øst",4.5,8,4,327,55.664083,12.614521,"E"
"121","Indre By",0,10,3,331,55.679387,12.573645,"E"
"122","Indre By",0,3,1,426,55.677947,12.586935,"E"
"123","Indre By",0,4,2,368,55.679179,12.580823,"E"
"124","Amager Øst",5,7,3,338,55.667547,12.599336,"E"
"125","Indre By",5,5,3,338,55.673933,12.556295,"E"
"126","Indre By",5,5,2,338,55.679217,12.565188,"E"
"127","Indre By",0,9,5,368,55.684489,12.563233,"E"
"128","Indre By",5,4,2,353,55.675364,12.573488,"E"
"129","Indre By",5,2,1,361,55.673418,12.589883,"E"
"130","Indre By",4.5,2,3,328,55.69492,12.600787,"E"
"131","Amager Vest",0,6,3,323,55.660661,12.600628,"E"
"132","Vanløse",5,16,7,412,55.694174,12.486432,"E"
"133","Indre By",5,6,3,405,55.674351,12.576127,"E"
"134","Indre By",4.5,12,6,331,55.688557,12.586778,"E"
"135","Indre By",4.5,8,3,382,55.679198,12.563294,"E"
"136","Indre By",0,4,2,368,55.675437,12.571733,"E"
"137","Amager Øst",5,8,4,368,55.666201,12.611756,"E"
"138","Indre By",4.5,2,1,368,55.679853,12.579895,"E"
"139","Indre By",5,11,5,441,55.679442,12.58814,"E"
"140","Indre By",0,6,1,441,55.681165,12.574684,"E"
"141","Vesterbro-Kongens Enghave",4.5,3,2,412,55.673249,12.560116,"E"
"142","Indre By",5,5,3,402,55.683228,12.586602,"E"
"143","Indre By",0,2,1,323,55.681817,12.582872,"E"
"144","Indre By",5,3,1,501,55.684306,12.564363,"E"
"145","Østerbro",0,6,3,398,55.717416,12.578154,"E"
"146","Indre By",5,5,3,398,55.677713,12.571556,"E"
"147","Indre By",5,4,1,355,55.676973,12.568711,"E"
"148","Indre By",4.5,9,3,363,55.679242,12.57569,"E"
"149","Indre By",4.5,6,2,363,55.683497,12.563145,"E"
"150","Indre By",0,10,3,331,55.679827,12.575869,"E"
"151","Amager Vest",0,5,2,381,55.663771,12.577464,"E"
"152","Nørrebro",4.5,12,2,328,55.694743,12.54516,"E"
"153","Vesterbro-Kongens Enghave",0,7,3,368,55.670759,12.552745,"E"
"154","Østerbro",0,10,6,323,55.716807,12.581125,"E"
"155","Indre By",4.5,5,3,323,55.672194,12.589592,"E"
"156","Østerbro",5,6,3,382,55.71326,12.576118,"E"
"157","Amager Vest",5,15,6,353,55.640544,12.588484,"E"
"158","Indre By",0,4,1,368,55.681119,12.58986,"E"
"159","Amager Vest",0,3,2,515,55.658145,12.56709,"E"
"160","Indre By",5,2,1,368,55.678811,12.580017,"E"
"161","Indre By",5,4,2,319,55.681152,12.576122,"E"
"162","Østerbro",0,6,4,410,55.701573,12.575777,"E"
"163","Amager Øst",5,5,3,368,55.659985,12.631261,"E"
"164","Amager Vest",5,2,1,368,55.662938,12.595018,"E"
"165","Vesterbro-Kongens Enghave",5,5,2,323,55.673366,12.551085,"E"
"166","Nørrebro",0,6,3,361,55.686443,12.561278,"E"
"167","Indre By",4.5,10,4,368,55.693231,12.586917,"E"
"168","Indre By",0,4,2,336,55.675589,12.574768,"E"
"169","Indre By",0,7,3,426,55.679425,12.572929,"E"
"170","Indre By",5,5,4,368,55.677443,12.574054,"E"
"171","Indre By",0,6,3,368,55.677519,12.587719,"E"
"172","Østerbro",5,10,5,383,55.699041,12.589032,"E"
"173","Vesterbro-Kongens Enghave",5,8,4,362,55.653601,12.55204,"E"
"174","Indre By",5,7,3,441,55.682468,12.584904,"E"
"175","Vesterbro-Kongens Enghave",0,4,1,368,55.669935,12.547176,"E"
"176","Indre By",5,4,1,323,55.678774,12.590757,"E"
"177","Amager Øst",0,10,5,515,55.662808,12.612716,"E"
"178","Indre By",4.5,8,3,316,55.679596,12.576886,"E"
"179","Indre By",5,6,3,355,55.685807,12.588535,"E"
"180","Indre By",4.5,5,3,515,55.674896,12.59176,"E"
"181","Indre By",5,7,4,323,55.682035,12.568457,"E"
"182","Indre By",0,8,4,432,55.672585,12.578115,"E"
"183","Indre By",5,6,2,318,55.68151,12.562726,"E"
"184","Amager Øst",4.5,10,5,353,55.661142,12.620277,"E"
"185","Indre By",5,6,3,323,55.680446,12.572163,"E"
"186","Indre By",0,4,2,368,55.681362,12.575446,"E"
"187","Østerbro",0,6,4,331,55.704024,12.582671,"E"
"188","Vesterbro-Kongens Enghave",0,6,3,339,55.668623,12.550155,"E"
"189","Indre By",5,8,3,425,55.677844,12.581653,"E"
"190","Vanløse",0,8,5,368,55.694748,12.516646,"E"
"191","Vesterbro-Kongens Enghave",0,2,1,441,55.661343,12.560134,"E"
"192","Valby",4.5,2,1,515,55.638752,12.502963,"E"
"193","Indre By",5,8,4,478,55.684769,12.58857,"E"
"194","Østerbro",0,4,2,441,55.697816,12.594973,"E"
"195","Vesterbro-Kongens Enghave",0,6,3,328,55.672236,12.551216,"E"
"196","Valby",0,6,3,220,55.666021,12.523016,"E"
"197","Vesterbro-Kongens Enghave",5,8,4,265,55.67164,12.551497,"E"
"198","Vesterbro-Kongens Enghave",4.5,4,3,220,55.672967,12.547712,"E"
"199","Vesterbro-Kongens Enghave",5,4,1,279,55.671288,12.546253,"E"
"200","Vesterbro-Kongens Enghave",0,5,3,220,55.671262,12.545343,"E"
"201","Vesterbro-Kongens Enghave",5,8,4,295,55.670851,12.545881,"E"
"202","Vesterbro-Kongens Enghave",5,3,1,230,55.671406,12.543095,"E"
"203","Vesterbro-Kongens Enghave",5,4,1,213,55.668246,12.548984,"E"
"204","Vesterbro-Kongens Enghave",0,12,6,220,55.669026,12.548031,"E"
"205","Vesterbro-Kongens Enghave",5,6,3,220,55.669476,12.544693,"E"
"206","Vesterbro-Kongens Enghave",4.5,4,1,220,55.668312,12.544332,"E"
"207","Vesterbro-Kongens Enghave",5,4,2,250,55.669757,12.546575,"E"
"208","Vesterbro-Kongens Enghave",5,8,2,295,55.671272,12.551857,"E"
"209","Vesterbro-Kongens Enghave",5,4,2,243,55.661796,12.540275,"E"
"210","Vesterbro-Kongens Enghave",5,5,2,295,55.670547,12.542489,"E"
"211","Vesterbro-Kongens Enghave",5,7,3,220,55.670988,12.541988,"E"
"212","Vesterbro-Kongens Enghave",5,5,2,226,55.668067,12.543399,"E"
"213","Vesterbro-Kongens Enghave",5,6,3,290,55.647667,12.550038,"E"
"214","Vesterbro-Kongens Enghave",0,6,2,220,55.646865,12.548401,"E"
"215","Valby",4.5,10,4,236,55.664589,12.515818,"E"
"216","Vesterbro-Kongens Enghave",4.5,6,3,228,55.667323,12.55012,"E"
"217","Vesterbro-Kongens Enghave",0,6,3,228,55.669282,12.537688,"E"
"218","Vesterbro-Kongens Enghave",5,5,2,220,55.672714,12.549105,"E"
"219","Vesterbro-Kongens Enghave",4.5,7,4,295,55.672579,12.548005,"E"
"220","Valby",0,6,2,258,55.661316,12.520254,"E"
"221","Vesterbro-Kongens Enghave",5,4,3,220,55.670021,12.552089,"E"
"222","Vesterbro-Kongens Enghave",0,8,2,220,55.66496,12.545593,"E"
"223","Vesterbro-Kongens Enghave",0,4,2,220,55.669813,12.549776,"E"
"224","Vesterbro-Kongens Enghave",5,2,1,220,55.666729,12.548291,"E"
"225","Vesterbro-Kongens Enghave",4.5,2,1,236,55.668603,12.55149,"E"
"226","Valby",0,8,4,294,55.665065,12.524402,"E"
"227","Valby",5,7,4,213,55.664003,12.522483,"E"
"228","Vesterbro-Kongens Enghave",5,6,3,295,55.663321,12.541838,"E"
"229","Vesterbro-Kongens Enghave",5,4,2,208,55.668813,12.544068,"E"
"230","Vesterbro-Kongens Enghave",5,6,2,235,55.667296,12.537207,"E"
"231","Vesterbro-Kongens Enghave",5,5,2,249,55.663729,12.542034,"E"
"232","Amager Vest",5,7,4,235,55.653947,12.565572,"E"
"233","Amager Vest",0,6,3,220,55.65322,12.564471,"E"
"234","Vesterbro-Kongens Enghave",5,5,2,225,55.658526,12.560285,"E"
"235","Amager Vest",4.5,8,2,235,55.650045,12.610558,"E"
"236","Amager Vest",0,10,4,220,55.644541,12.59598,"E"
"237","Amager Vest",5,7,4,270,55.644187,12.606565,"E"
"238","Amager Vest",5,6,6,275,55.646225,12.608518,"E"
"239","Amager Øst",4.5,2,1,220,55.645186,12.618123,"E"
"240","Amager Vest",4.5,4,3,220,55.643007,12.598649,"E"
"241","Amager Øst",5,8,3,220,55.651344,12.617861,"E"
"242","Amager Vest",4.5,4,3,220,55.646607,12.592387,"E"
"243","Amager Øst",0,6,4,221,55.645896,12.61835,"E"
"244","Amager Øst",5,6,2,220,55.652436,12.611852,"E"
"245","Vesterbro-Kongens Enghave",5,6,2,265,55.67286,12.55231,"E"
"246","Vesterbro-Kongens Enghave",5,4,2,236,55.672071,12.553781,"E"
"247","Vesterbro-Kongens Enghave",4.5,6,2,295,55.665564,12.555099,"E"
"248","Vesterbro-Kongens Enghave",5,6,2,235,55.66825,12.557395,"E"
"249","Vesterbro-Kongens Enghave",5,3,1,286,55.670153,12.552613,"E"
"250","Indre By",5,4,1,258,55.672151,12.575095,"E"
"251","Indre By",5,4,2,218,55.680479,12.571737,"E"
"252","Indre By",4.5,8,4,294,55.683465,12.585692,"E"
"253","Vesterbro-Kongens Enghave",0,8,3,220,55.664427,12.557303,"E"
"254","Vesterbro-Kongens Enghave",5,5,2,213,55.667564,12.557252,"E"
"255","Vesterbro-Kongens Enghave",3.5,4,2,236,55.665298,12.555542,"E"
"256","Amager Vest",5,5,3,210,55.664203,12.597892,"E"
"257","Amager Vest",0,6,3,243,55.666805,12.59704,"E"
"258","Amager Vest",0,7,6,220,55.653984,12.609558,"E"
"259","Amager Vest",0,4,2,220,55.654779,12.566801,"E"
"260","Amager Vest",4.5,8,4,228,55.649996,12.590703,"E"
"261","Indre By",0,6,2,295,55.678021,12.570186,"E"
"262","Indre By",4.5,4,1,220,55.677422,12.572985,"E"
"263","Vesterbro-Kongens Enghave",0,4,2,208,55.660315,12.564076,"E"
"264","Vesterbro-Kongens Enghave",5,5,2,265,55.662087,12.563513,"E"
"265","Indre By",0,7,4,265,55.672391,12.575654,"E"
"266","Indre By",0,6,3,293,55.671637,12.577393,"E"
"267","Amager Vest",0,6,3,265,55.663153,12.578384,"E"
"268","Amager Vest",0,6,2,213,55.654946,12.567132,"E"
"269","Amager Vest",4.5,5,3,220,55.66727,12.593101,"E"
"270","Amager Vest",4.5,6,1,220,55.662102,12.574146,"E"
"271","Amager Vest",0,4,2,295,55.648226,12.609546,"E"
"272","Amager Vest",0,6,3,295,55.663556,12.598444,"E"
"273","Amager Vest",0,6,3,220,55.64899,12.609959,"E"
"274","Amager Vest",4,4,1,220,55.659296,12.569599,"E"
"275","Amager Vest",0,4,3,220,55.659674,12.568315,"E"
"276","Amager Vest",5,7,3,279,55.663115,12.574945,"E"
"277","Amager Vest",5,8,4,236,55.650895,12.61126,"E"
"278","Amager Vest",0,9,2,279,55.648536,12.611899,"E"
"279","Amager Vest",5,5,2,220,55.661663,12.599904,"E"
"280","Amager Vest",5,4,2,220,55.66236,12.571855,"E"
"281","Amager Vest",5,6,3,236,55.665657,12.579481,"E"
"282","Amager Vest",4,2,1,295,55.667141,12.581116,"E"
"283","Amager Vest",4.5,4,2,228,55.667285,12.580027,"E"
"284","Amager Vest",0,4,2,294,55.666196,12.584201,"E"
"285","Amager Vest",0,5,3,220,55.654024,12.568741,"E"
"286","Amager Vest",0,3,1,294,55.660586,12.568091,"E"
"287","Amager Vest",4.5,8,3,265,55.665689,12.581999,"E"
"288","Amager Vest",0,2,1,220,55.665508,12.576294,"E"
"289","Amager Vest",5,4,2,220,55.66586,12.583922,"E"
"290","Nørrebro",5,4,3,250,55.686632,12.560591,"E"
"291","Nørrebro",0,7,4,247,55.687028,12.544417,"E"
"292","Nørrebro",4.5,4,2,220,55.695614,12.537784,"E"
"293","Nørrebro",0,6,2,210,55.687417,12.545555,"E"
"294","Nørrebro",0,5,1,220,55.688727,12.540684,"E"
"295","Vesterbro-Kongens Enghave",5,5,3,220,55.672394,12.553956,"E"
"296","Vesterbro-Kongens Enghave",4,10,4,213,55.671237,12.556052,"E"
"297","Vesterbro-Kongens Enghave",0,1,1,14,55.650253,12.53073,"S"
"298","Vesterbro-Kongens Enghave",4.5,2,1,29,55.669129,12.550356,"S"
"299","Østerbro",4.5,2,1,22,55.708415,12.563181,"S"
"300","Vesterbro-Kongens Enghave",0,1,1,31,55.672094,12.551099,"S"
"301","Amager Vest",5,1,1,38,55.66265,12.598729,"S"
"302","Nørrebro",5,2,1,24,55.709335,12.554412,"S"
"303","Indre By",4,6,1,29,55.671914,12.576299,"S"
"304","Amager Øst",5,3,1,28,55.664107,12.604952,"S"
"305","Nørrebro",4,2,1,28,55.697249,12.542888,"S"
"306","Bispebjerg",4,2,1,22,55.705078,12.532915,"S"
"307","Nørrebro",0,2,1,27,55.702401,12.541056,"S"
"308","Indre By",0,1,1,34,55.681448,12.582024,"S"
"309","Amager Vest",0,2,1,34,55.657363,12.60826,"S"
"310","Amager Øst",4.5,2,1,28,55.659768,12.609668,"S"
"311","Nørrebro",4,1,1,28,55.699254,12.545971,"S"
"312","Nørrebro",5,1,1,20,55.694368,12.540646,"S"
"313","Brønshøj-Husum",4.5,16,5,464,55.701893,12.484104,"E"
"314","Amager Vest",4.5,8,4,367,55.664328,12.575015,"E"
"315","Amager Øst",0,8,3,295,55.651025,12.627056,"E"
"316","Indre By",4.5,8,4,471,55.682564,12.573698,"E"
"317","Indre By",5,5,2,162,55.680314,12.606799,"E"
"318","Amager Vest",0,6,3,155,55.656863,12.606419,"E"
"319","Nørrebro",4.5,5,1,116,55.695153,12.544448,"E"
"320","Nørrebro",0,6,2,89,55.695521,12.54992,"E"
"321","Valby",5,9,4,334,55.661595,12.503321,"E"
"322","Vesterbro-Kongens Enghave",0,4,1,73,55.649617,12.530976,"E"
"323","Indre By",5,10,6,1004,55.68252,12.57436,"E"
"324","Nørrebro",0,3,1,441,55.696902,12.542235,"E"
"325","Vesterbro-Kongens Enghave",5,3,2,441,55.670415,12.562494,"E"
"326","Indre By",5,8,3,349,55.673485,12.574544,"E"
"327","Østerbro",0,6,3,250,55.714003,12.577523,"E"
"328","Østerbro",0,4,3,191,55.707147,12.589181,"E"
"329","Amager Øst",4.5,5,2,125,55.656483,12.609874,"E"
"330","Amager Øst",5,6,4,132,55.642957,12.621144,"E"
"331","Vanløse",0,5,2,140,55.696242,12.523789,"E"
"332","Valby",0,5,2,110,55.6701,12.4892,"E"
"333","Østerbro",0,4,2,122,55.704476,12.58301,"E"
"334","Brønshøj-Husum",0,8,3,89,55.700292,12.483651,"E"
"335","Amager Vest",4.5,4,1,81,55.618263,12.571858,"E"
"336","Bispebjerg",5,4,2,53,55.703155,12.527864,"E"
"337","Vanløse",0,4,1,34,55.694628,12.496577,"E"
"338","Amager Øst",5,6,5,361,55.654741,12.63617,"E"
"339","Østerbro",5,6,4,328,55.699341,12.593729,"E"
"340","Østerbro",0,6,3,361,55.697012,12.577124,"E"
"341","Østerbro",5,5,3,323,55.697451,12.581527,"E"
"342","Indre By",5,6,1,368,55.697584,12.590347,"E"
"343","Amager Vest",0,5,3,322,55.65303,12.564389,"E"
"344","Vesterbro-Kongens Enghave",4.5,8,4,441,55.673504,12.551189,"E"
"345","Indre By",0,8,5,368,55.688731,12.588617,"E"
"346","Vesterbro-Kongens Enghave",5,10,3,368,55.670392,12.564302,"E"
"347","Amager Øst",0,6,2,456,55.662478,12.603247,"E"
"348","Indre By",0,6,3,353,55.671105,12.587302,"E"
"349","Amager Vest",0,6,4,353,55.651131,12.611454,"E"
"350","Indre By",4.5,6,4,368,55.685389,12.588953,"E"
"351","Indre By",0,6,2,331,55.675967,12.589948,"E"
"352","Nørrebro",4.5,8,3,294,55.695132,12.54898,"E"
"353","Nørrebro",5,6,3,220,55.686922,12.562263,"E"
"354","Amager Vest",0,5,3,265,55.639122,12.603014,"E"
"355","Amager Vest",5,8,4,220,55.647056,12.608562,"E"
"356","Amager Øst",5,6,3,277,55.653197,12.637918,"E"
"357","Brønshøj-Husum",0,7,4,220,55.703486,12.485632,"E"
"358","Vesterbro-Kongens Enghave",5,2,1,220,55.669539,12.549177,"E"
"359","Indre By",4.5,4,2,217,55.67109,12.592276,"E"
"360","Amager Vest",5,6,3,241,55.661316,12.58583,"E"
"361","Nørrebro",0,3,1,233,55.688926,12.563231,"E"
"362","Østerbro",4.5,4,2,220,55.693952,12.571442,"E"
"363","Brønshøj-Husum",0,8,3,250,55.69998,12.493837,"E"
"364","Østerbro",4.5,6,3,250,55.707231,12.571845,"E"
"365","Amager Vest",5,6,2,192,55.633848,12.578958,"E"
"366","Amager Vest",0,8,3,191,55.640615,12.587265,"E"
"367","Amager Øst",5,4,2,206,55.656844,12.635579,"E"
"368","Vesterbro-Kongens Enghave",5,4,2,199,55.671325,12.546327,"E"
"369","Nørrebro",0,2,1,199,55.689419,12.564213,"E"
"370","Indre By",5,2,1,206,55.689139,12.574238,"E"
"371","Indre By",4.5,6,2,197,55.688931,12.566327,"E"
"372","Vesterbro-Kongens Enghave",5,5,3,176,55.64638,12.552357,"E"
"373","Vesterbro-Kongens Enghave",0,6,3,147,55.646553,12.554592,"E"
"374","Valby",0,6,4,176,55.65548,12.485598,"E"
"375","Brønshøj-Husum",0,6,4,176,55.709644,12.508311,"E"
"376","Amager Vest",5,6,3,147,55.656735,12.607376,"E"
"377","Amager Øst",0,4,2,147,55.665411,12.620167,"E"
"378","Valby",4.5,5,4,132,55.663784,12.510512,"E"
"379","Vesterbro-Kongens Enghave",5,4,1,125,55.661828,12.541296,"E"
"380","Valby",0,7,4,131,55.653323,12.490834,"E"
"381","Vesterbro-Kongens Enghave",5,4,3,132,55.664286,12.552272,"E"
"382","Nørrebro",0,4,2,133,55.698808,12.547487,"E"
"383","Nørrebro",0,4,2,125,55.703012,12.549817,"E"
"384","Østerbro",5,5,3,125,55.701207,12.579432,"E"
"385","Østerbro",4,4,1,140,55.708417,12.564852,"E"
"386","Østerbro",0,3,1,133,55.705418,12.582265,"E"
"387","Østerbro",0,4,3,125,55.698476,12.577292,"E"
"388","Østerbro",5,3,2,133,55.69958,12.584308,"E"
"389","Indre By",5,2,1,132,55.686233,12.583302,"E"
"390","Indre By",0,4,2,140,55.686172,12.595385,"E"
"391","Amager Øst",5,5,2,109,55.65367,12.61418,"E"
"392","Vesterbro-Kongens Enghave",4.5,5,3,117,55.646453,12.549093,"E"
"393","Indre By",0,3,1,110,55.69495,12.589251,"E"
"394","Indre By",5,4,2,123,55.68495,12.588938,"E"
"395","Østerbro",5,2,2,117,55.70049,12.588716,"E"
"396","Vesterbro-Kongens Enghave",0,4,1,110,55.671008,12.546699,"E"
"397","Valby",5,3,1,89,55.667023,12.519486,"E"
"398","Vesterbro-Kongens Enghave",0,4,1,97,55.6672,12.555907,"E"
"399","Nørrebro",0,2,0,89,55.684077,12.556414,"E"
"400","Bispebjerg",0,7,5,89,55.709539,12.517891,"E"
"401","Bispebjerg",0,3,1,103,55.71954,12.540477,"E"
"402","Indre By",5,2,0,97,55.675297,12.575656,"E"
"403","Østerbro",5,4,0,83,55.707758,12.575171,"E"
"404","Amager Vest",5,8,3,69,55.635267,12.589168,"E"
"405","Vesterbro-Kongens Enghave",4.5,6,2,76,55.670593,12.554683,"E"
"406","Vesterbro-Kongens Enghave",4.5,2,1,75,55.665598,12.549675,"E"
"407","Vesterbro-Kongens Enghave",4.5,2,1,74,55.665079,12.55037,"E"
"408","Nørrebro",4,3,1,81,55.689956,12.559054,"E"
"409","Nørrebro",4.5,2,1,66,55.69126,12.563739,"E"
"410","Valby",5,3,1,73,55.666463,12.508961,"E"
"411","Vanløse",5,2,1,65,55.693164,12.506042,"E"
"412","Vanløse",5,2,1,63,55.689747,12.491136,"E"
"413","Bispebjerg",5,4,1,81,55.708629,12.537342,"E"
"414","Østerbro",4.5,4,2,73,55.707034,12.579749,"E"
"415","Vesterbro-Kongens Enghave",4.5,3,1,59,55.646408,12.525591,"E"
