"","neighborhood","overall_satisfaction","accommodates","bedrooms","price","latitude","longitude","room_type"
"141","Brønshøj-Husum",NA,5,3,116,55.701077,12.506153,"E"
"142","Vanløse",4.5,4,2,77,55.69219,12.514675,"E"
"143","Nørrebro",4.5,4,2,217,55.691377,12.561545,"E"
"144","Vesterbro-Kongens Enghave",4.5,2,1,77,55.67049,12.555812,"E"
"145","Amager Vest",4.5,3,1,140,55.665535,12.577519,"E"
"146","Indre By",4.5,2,1,77,55.687471,12.588071,"P"
"147","Amager Øst",NA,4,1,101,55.653329,12.619434,"E"
"148","Østerbro",4.5,2,1,93,55.71237,12.565658,"P"
"149","Valby",NA,2,1,85,55.666448,12.523242,"E"
"150","Amager Øst",NA,5,3,171,55.661374,12.61647,"E"
"151","Indre By",NA,1,1,36,55.683035,12.614289,"P"
"152","Vesterbro-Kongens Enghave",4.5,4,3,132,55.671836,12.554824,"E"
"153","Vesterbro-Kongens Enghave",5,4,2,123,55.666856,12.548725,"E"
"154","Valby",NA,5,4,156,55.652596,12.523668,"E"
"155","Nørrebro",NA,4,2,108,55.692987,12.547558,"E"
"156","Valby",5,6,3,144,55.666068,12.517935,"E"
"157","Indre By",NA,2,1,76,55.67757,12.574906,"P"
"158","Vesterbro-Kongens Enghave",NA,2,1,69,55.668916,12.54684,"E"
"159","Østerbro",NA,3,2,102,55.699214,12.581497,"E"
"160","Nørrebro",4.5,4,1,108,55.69244,12.543321,"E"
"161","Indre By",5,2,1,93,55.675028,12.597286,"E"
"162","Nørrebro",NA,2,1,45,55.690858,12.561654,"P"
"163","Valby",NA,2,3,186,55.665446,12.521347,"E"
"164","Nørrebro",4.5,3,1,85,55.688998,12.563799,"E"
"165","Bispebjerg",NA,3,1,66,55.704314,12.527374,"E"
"166","Bispebjerg",NA,2,1,46,55.704373,12.533241,"P"
"167","Vesterbro-Kongens Enghave",NA,4,2,125,55.66711,12.543705,"E"
"168","Valby",4,4,1,85,55.655715,12.489951,"E"
"169","Østerbro",NA,4,2,116,55.714588,12.569316,"E"
"170","Nørrebro",NA,2,1,74,55.692548,12.541352,"E"
"171","Vesterbro-Kongens Enghave",4.5,2,1,138,55.665941,12.541847,"E"
"172","Amager Øst",5,3,1,30,55.664107,12.604952,"S"
"173","Amager Vest",5,2,1,78,55.655814,12.600777,"E"
"174","Indre By",5,4,2,265,55.680479,12.571737,"E"
"175","Indre By",NA,1,1,55,55.686814,12.583877,"P"
"176","Vesterbro-Kongens Enghave",4.5,1,1,43,55.659113,12.542474,"P"
"177","Valby",4.5,3,1,76,55.663939,12.495566,"E"
"178","Vesterbro-Kongens Enghave",4.5,3,1,78,55.666627,12.552904,"P"
"179","Amager Øst",4.5,2,1,34,55.662131,12.607837,"P"
"180","Amager Øst",5,2,1,78,55.668612,12.600825,"P"
"181","Indre By",5,2,1,84,55.679032,12.574722,"P"
"182","Vesterbro-Kongens Enghave",NA,4,1,70,55.649617,12.530976,"E"
"183","Vesterbro-Kongens Enghave",4.5,4,1,178,55.647904,12.547301,"E"
"184","Vesterbro-Kongens Enghave",5,2,1,80,55.665024,12.551133,"E"
"185","Vesterbro-Kongens Enghave",NA,5,2,140,55.646748,12.548606,"E"
"186","Vesterbro-Kongens Enghave",NA,1,1,115,55.670881,12.558826,"S"
"187","Indre By",5,2,1,75,55.691033,12.576557,"P"
"188","Vanløse",NA,3,1,46,55.69443,12.509278,"P"
"189","Vanløse",3.5,2,1,74,55.688448,12.496558,"E"
"190","Valby",NA,6,2,133,55.657246,12.489278,"E"
"191","Nørrebro",NA,4,1,125,55.694094,12.541057,"E"
"192","Brønshøj-Husum",4.5,3,1,62,55.703501,12.483438,"P"
"193","Vesterbro-Kongens Enghave",5,4,2,140,55.665691,12.547695,"E"
"194","Valby",5,4,3,85,55.661232,12.519294,"E"
"195","Bispebjerg",4,4,2,132,55.705564,12.530281,"E"
"196","Amager Øst",4.5,2,1,81,55.657686,12.621852,"E"
"197","Østerbro",4.5,2,1,124,55.708366,12.580441,"E"
"198","Indre By",5,4,2,156,55.682228,12.56194,"E"
"199","Nørrebro",4,2,1,41,55.696899,12.542934,"S"
"200","Amager Øst",NA,8,5,150,55.657489,12.632837,"E"
"201","Amager Vest",NA,2,1,85,55.663121,12.599638,"E"
"202","Vesterbro-Kongens Enghave",NA,3,1,132,55.672165,12.556162,"E"
"203","Bispebjerg",5,6,3,78,55.719443,12.536274,"E"
"204","Vanløse",NA,6,3,186,55.687662,12.501088,"E"
"205","Vesterbro-Kongens Enghave",NA,2,1,111,55.665953,12.556372,"P"
"206","Nørrebro",3.5,2,1,41,55.698365,12.545374,"S"
"207","Valby",NA,4,1,43,55.658905,12.52115,"P"
"208","Amager Øst",NA,6,2,125,55.665141,12.614428,"E"
"209","Amager Øst",5,2,1,85,55.664659,12.60064,"P"
"210","Nørrebro",4.5,2,1,70,55.685724,12.546222,"P"
"211","Valby",NA,3,1,70,55.677897,12.491486,"E"
"212","Vesterbro-Kongens Enghave",NA,4,2,132,55.665074,12.553079,"E"
"213","Amager Øst",4.5,4,2,106,55.66569,12.617033,"E"
"214","Indre By",5,2,1,202,55.67656,12.568355,"E"
"215","Vesterbro-Kongens Enghave",5,4,2,125,55.666866,12.547329,"E"
"216","Amager Vest",5,2,1,116,55.664051,12.595843,"E"
"217","Vesterbro-Kongens Enghave",NA,5,1,156,55.671797,12.547574,"E"
"218","Indre By",NA,2,1,77,55.677229,12.576016,"P"
"219","Vesterbro-Kongens Enghave",4.5,4,3,233,55.672967,12.547712,"E"
"220","Nørrebro",NA,4,1,139,55.695881,12.547179,"E"
"221","Vanløse",NA,6,5,125,55.694613,12.504879,"E"
"222","Amager Øst",NA,2,1,46,55.665031,12.605751,"P"
"223","Amager Vest",4.5,4,2,185,55.664623,12.575423,"E"
"224","Indre By",5,4,2,121,55.680037,12.591738,"E"
"225","Østerbro",NA,4,1,101,55.708943,12.575467,"E"
"226","Indre By",5,3,1,186,55.680539,12.591118,"E"
"227","Amager Vest",NA,2,1,85,55.664521,12.595121,"E"
"228","Vesterbro-Kongens Enghave",4.5,4,2,197,55.667972,12.541577,"E"
"229","Nørrebro",5,5,2,84,55.691604,12.545304,"E"
"230","Østerbro",5,2,1,102,55.709016,12.582672,"E"
"231","Vesterbro-Kongens Enghave",4.5,2,1,132,55.666111,12.551,"E"
"232","Vesterbro-Kongens Enghave",NA,4,1,218,55.673304,12.559968,"E"
"233","Vanløse",NA,2,1,77,55.68294,12.483757,"E"
"234","Amager Øst",5,1,1,45,55.681436,12.615879,"P"
"235","Vesterbro-Kongens Enghave",5,2,1,94,55.669556,12.547039,"E"
"236","Østerbro",NA,6,3,125,55.697784,12.579013,"E"
"237","Amager Øst",NA,2,2,85,55.660276,12.611389,"E"
"238","Nørrebro",4.5,2,1,94,55.691585,12.544866,"E"
"239","Amager Vest",NA,4,2,156,55.653665,12.565084,"E"
"240","Valby",NA,4,2,125,55.652736,12.506727,"E"
"241","Indre By",NA,1,1,85,55.67572,12.596917,"E"
"242","Nørrebro",NA,2,1,101,55.692724,12.544944,"E"
"243","Amager Øst",NA,2,1,55,55.663859,12.615424,"P"
"244","Nørrebro",NA,2,1,33,55.699458,12.544537,"P"
"245","Indre By",5,3,2,147,55.677457,12.584421,"E"
"246","Amager Øst",NA,1,1,46,55.662183,12.605403,"P"
"247","Indre By",NA,2,1,85,55.673935,12.591534,"E"
"248","Amager Vest",NA,2,1,77,55.667562,12.57917,"E"
"249","Østerbro",4.5,4,1,98,55.710965,12.570867,"E"
"250","Amager Øst",4.5,2,1,62,55.659044,12.619012,"E"
"251","Vanløse",5,2,1,115,55.691219,12.512348,"E"
"252","Brønshøj-Husum",NA,4,2,125,55.703988,12.495523,"E"
"253","Vesterbro-Kongens Enghave",4,5,1,85,55.662093,12.534093,"E"
"254","Indre By",5,5,3,233,55.671395,12.592123,"E"
"255","Valby",NA,3,2,101,55.656847,12.511497,"E"
"256","Brønshøj-Husum",4.5,6,2,77,55.707788,12.46868,"E"
"257","Nørrebro",NA,5,1,139,55.683978,12.555996,"E"
"258","Vesterbro-Kongens Enghave",NA,2,1,77,55.656586,12.546945,"P"
"259","Valby",NA,6,3,91,55.657715,12.510178,"E"
"260","Amager Vest",5,2,1,65,55.663558,12.598007,"E"
"261","Valby",4.5,3,1,55,55.661782,12.513342,"E"
"262","Amager Vest",NA,5,1,92,55.660857,12.586242,"P"
"263","Amager Vest",NA,4,1,155,55.661657,12.571796,"E"
"264","Vesterbro-Kongens Enghave",5,4,2,76,55.657373,12.536528,"E"
"265","Amager Vest",NA,3,1,78,55.65759,12.59019,"E"
"266","Valby",NA,6,3,129,55.669305,12.492154,"E"
"267","Brønshøj-Husum",5,8,4,128,55.712113,12.507205,"E"
"268","Valby",NA,5,4,156,55.668491,12.479596,"E"
"269","Vesterbro-Kongens Enghave",NA,3,1,101,55.649884,12.528905,"E"
"270","Østerbro",4.5,2,1,55,55.698702,12.577749,"P"
"271","Vesterbro-Kongens Enghave",4,3,1,140,55.666971,12.548435,"E"
"272","Vanløse",4.5,4,1,62,55.692662,12.507956,"E"
"273","Vesterbro-Kongens Enghave",NA,4,3,78,55.666225,12.538898,"E"
"274","Vesterbro-Kongens Enghave",NA,4,2,93,55.65304,12.554755,"E"
"275","Nørrebro",5,4,1,125,55.693038,12.546036,"E"
"276","Nørrebro",5,2,1,81,55.688768,12.555961,"E"
"277","Østerbro",NA,4,2,155,55.712548,12.560569,"E"
"278","Nørrebro",NA,2,1,77,55.690532,12.559287,"E"
"279","Østerbro",5,2,1,71,55.715857,12.570398,"P"
"280","Nørrebro",5,2,2,101,55.692072,12.545788,"E"
"281","Brønshøj-Husum",NA,2,1,30,55.706735,12.51083,"P"
"282","Indre By",5,1,1,55,55.68649,12.568795,"P"
"283","Amager Øst",4,2,1,66,55.654827,12.611387,"P"
"284","Valby",NA,6,3,171,55.661406,12.494256,"E"
"285","Indre By",5,2,0,68,55.685262,12.613256,"E"
"286","Vesterbro-Kongens Enghave",4.5,2,1,109,55.658432,12.538522,"E"
"287","Vesterbro-Kongens Enghave",5,2,1,77,55.650282,12.550257,"E"
"288","Amager Vest",NA,1,1,10,55.662346,12.596559,"S"
"289","Nørrebro",4.5,2,1,39,55.691826,12.55374,"P"
"290","Nørrebro",NA,4,1,92,55.697085,12.552207,"E"
"291","Østerbro",5,2,1,52,55.710952,12.570082,"P"
"292","Nørrebro",4.5,4,2,119,55.696885,12.543098,"E"
"293","Amager Vest",NA,2,1,89,55.665351,12.578264,"E"
"294","Østerbro",4.5,4,1,85,55.702986,12.586275,"E"
"295","Indre By",NA,2,1,125,55.685825,12.5877,"P"
"296","Vesterbro-Kongens Enghave",NA,3,1,70,55.655904,12.535301,"E"
"297","Indre By",NA,2,1,77,55.681002,12.572033,"P"
"298","Østerbro",5,2,1,62,55.694496,12.570903,"P"
"299","Vesterbro-Kongens Enghave",4.5,1,1,56,55.672631,12.556819,"P"
"300","Valby",NA,2,1,57,55.665875,12.519169,"E"
"301","Amager Øst",5,4,1,94,55.666765,12.610372,"E"
"302","Vanløse",5,4,2,85,55.693308,12.500089,"E"
"303","Indre By",NA,3,2,117,55.697644,12.591898,"E"
"304","Vesterbro-Kongens Enghave",NA,6,3,144,55.643106,12.53302,"E"
"305","Vesterbro-Kongens Enghave",NA,4,1,46,55.649553,12.538477,"E"
"306","Amager Vest",NA,2,1,186,55.661685,12.570248,"E"
"307","Vesterbro-Kongens Enghave",5,2,1,94,55.670203,12.539262,"E"
"308","Valby",NA,2,1,85,55.661035,12.509002,"E"
"309","Bispebjerg",NA,3,1,77,55.718697,12.532569,"E"
"310","Amager Vest",5,2,1,62,55.660973,12.57038,"P"
"311","Vanløse",5,10,6,932,55.689787,12.486882,"E"
"312","Amager Øst",5,2,1,40,55.665328,12.609332,"P"
"313","Bispebjerg",4.5,2,1,70,55.703055,12.534194,"E"
"314","Nørrebro",NA,4,1,77,55.696317,12.546101,"E"
"315","Amager Vest",NA,5,2,108,55.660602,12.597676,"E"
"316","Indre By",5,3,1,109,55.686713,12.581677,"P"
"317","Amager Vest",NA,3,1,146,55.643721,12.585865,"E"
"318","Nørrebro",NA,5,2,133,55.701354,12.555099,"E"
"319","Nørrebro",4.5,4,2,94,55.690434,12.55589,"E"
"320","Amager Øst",5,4,2,147,55.647728,12.625576,"E"
"321","Nørrebro",5,3,1,85,55.69021,12.542147,"E"
"322","Valby",5,4,2,94,55.66369,12.514396,"E"
"323","Nørrebro",5,4,1,84,55.69437,12.547529,"E"
"324","Nørrebro",5,2,1,55,55.695157,12.544499,"P"
"325","Indre By",5,4,2,109,55.68155,12.571125,"E"
"326","Amager Vest",4.5,2,1,39,55.657805,12.60133,"P"
"327","Indre By",5,2,2,78,55.674781,12.597477,"E"
"328","Amager Vest",4.5,2,1,79,55.654894,12.603073,"P"
"329","Nørrebro",5,2,2,109,55.68791,12.547903,"E"
"330","Vesterbro-Kongens Enghave",5,5,2,233,55.672714,12.549105,"E"
"331","Vesterbro-Kongens Enghave",4.5,5,2,132,55.662348,12.540814,"E"
"332","Valby",4.5,4,1,85,55.656356,12.512405,"E"
"333","Amager Vest",4.5,6,3,163,55.641659,12.554793,"E"
"334","Valby",NA,2,1,49,55.664911,12.515162,"P"
"335","Vesterbro-Kongens Enghave",4.5,2,1,91,55.666583,12.55154,"P"
"336","Nørrebro",5,2,1,62,55.686719,12.555463,"P"
"337","Vesterbro-Kongens Enghave",4.5,2,1,156,55.665204,12.546904,"E"
"338","Østerbro",NA,5,2,94,55.704457,12.579159,"E"
"339","Østerbro",5,2,1,55,55.701428,12.581492,"P"
"340","Østerbro",5,2,1,85,55.707771,12.579368,"E"
"341","Vesterbro-Kongens Enghave",5,5,2,186,55.668747,12.546876,"E"
"342","Amager Vest",4,1,1,78,55.652714,12.610407,"P"
"343","Amager Øst",4.5,4,1,93,55.665194,12.614857,"E"
"344","Vesterbro-Kongens Enghave",NA,2,1,124,55.667369,12.548545,"E"
"345","Vesterbro-Kongens Enghave",4.5,4,1,116,55.652592,12.5388,"E"
"346","Valby",5,4,1,98,55.667085,12.498124,"E"
"347","Vesterbro-Kongens Enghave",5,2,1,135,55.669559,12.553929,"E"
"348","Indre By",NA,4,2,226,55.681551,12.57428,"E"
"349","Nørrebro",NA,3,1,71,55.697178,12.546495,"E"
"350","Brønshøj-Husum",5,8,4,132,55.70188,12.499809,"E"
"351","Vanløse",NA,3,1,87,55.691414,12.48781,"E"
"352","Amager Vest",NA,4,1,77,55.659443,12.602895,"E"
"353","Valby",NA,3,1,77,55.671827,12.493761,"E"
"354","Brønshøj-Husum",NA,2,1,55,55.708519,12.511072,"P"
"355","Indre By",NA,2,1,149,55.689917,12.588456,"E"
"356","Bispebjerg",5,2,1,67,55.704249,12.52664,"E"
"357","Nørrebro",NA,4,3,140,55.687153,12.55787,"E"
"358","Amager Øst",4.5,2,1,62,55.655917,12.612057,"E"
"359","Brønshøj-Husum",5,2,1,39,55.701863,12.473269,"P"
"360","Vesterbro-Kongens Enghave",NA,3,1,59,55.655187,12.536366,"E"
"361","Vesterbro-Kongens Enghave",5,4,1,139,55.668389,12.545715,"E"
"362","Indre By",4.5,2,1,55,55.690638,12.570923,"P"
"363","Indre By",4.5,2,1,97,55.682186,12.57439,"E"
"364","Amager Vest",NA,2,1,97,55.65656,12.599172,"E"
"365","Indre By",NA,1,1,52,55.679848,12.561491,"P"
"366","Brønshøj-Husum",4.5,3,1,85,55.705656,12.506927,"E"
"367","Amager Vest",NA,6,4,184,55.655071,12.567492,"E"
"368","Vesterbro-Kongens Enghave",4.5,1,1,45,55.673369,12.556963,"P"
"369","Vesterbro-Kongens Enghave",5,5,2,101,55.65897,12.535631,"E"
"370","Vesterbro-Kongens Enghave",5,2,1,93,55.666505,12.55265,"E"
"371","Indre By",5,4,2,186,55.688463,12.571506,"E"
"372","Indre By",4.5,2,1,249,55.686341,12.568844,"E"
"373","Bispebjerg",NA,2,0,62,55.722739,12.543579,"E"
"374","Indre By",5,2,1,116,55.688376,12.584515,"P"
"375","Bispebjerg",4.5,3,1,85,55.712542,12.528906,"E"
"376","Amager Øst",NA,4,3,95,55.666456,12.618153,"E"
"377","Østerbro",4.5,6,3,186,55.703276,12.584871,"E"
"378","Vesterbro-Kongens Enghave",5,4,2,93,55.665866,12.544301,"E"
"379","Nørrebro",NA,2,1,77,55.691216,12.558665,"P"
"380","Brønshøj-Husum",NA,6,3,115,55.699828,12.48835,"E"
"381","Nørrebro",5,2,1,108,55.682494,12.556483,"E"
"382","Valby",4.5,2,1,39,55.658974,12.502773,"E"
"383","Amager Øst",NA,4,4,171,55.659616,12.616338,"E"
"384","Nørrebro",4.5,6,3,116,55.699372,12.552434,"E"
"385","Amager Vest",4.5,4,2,125,55.6325,12.575526,"E"
"386","Amager Vest",NA,1,1,29,55.664249,12.596429,"P"
"387","Østerbro",5,4,3,78,55.697874,12.580962,"E"
"388","Valby",NA,2,1,69,55.662754,12.508169,"E"
"389","Vesterbro-Kongens Enghave",NA,2,1,66,55.66854,12.555859,"E"
"390","Indre By",NA,2,1,53,55.682344,12.571877,"P"
"391","Nørrebro",NA,2,1,77,55.691084,12.543322,"E"
"392","Vesterbro-Kongens Enghave",4.5,3,1,93,55.658291,12.538029,"E"
"393","Vesterbro-Kongens Enghave",4.5,4,2,332,55.671288,12.546253,"E"
"394","Nørrebro",NA,1,1,43,55.698768,12.552236,"P"
"395","Valby",4.5,3,2,101,55.664552,12.499891,"E"
"396","Vanløse",NA,8,2,777,55.694019,12.490393,"E"
"397","Vesterbro-Kongens Enghave",5,3,1,94,55.669297,12.54583,"E"
"398","Østerbro",4.5,6,2,148,55.7081,12.567838,"E"
"399","Amager Vest",4.5,2,1,85,55.664228,12.599204,"P"
"400","Valby",4.5,7,3,179,55.668658,12.508193,"E"
"401","Nørrebro",NA,1,1,27,55.706821,12.546642,"P"
"402","Amager Vest",4.5,4,2,93,55.662352,12.599336,"E"
"403","Amager Øst",4.5,2,1,61,55.661297,12.606189,"E"
"404","Nørrebro",5,2,1,70,55.697826,12.539455,"P"
"405","Valby",NA,2,1,84,55.666389,12.509342,"E"
