"","neighborhood","overall_satisfaction","accommodates","bedrooms","price","latitude","longitude","room_type"
"4736","Vesterbro-Kongens Enghave",NA,6,3,126,55.645366,12.548749,"E"
"4737","Vesterbro-Kongens Enghave",NA,3,2,113,55.666743,12.543336,"E"
"4738","Indre By",5,1,NA,NA,55.673945,12.597236,"P"
"4739","Vesterbro-Kongens Enghave",NA,3,1,81,55.669666,12.541424,"E"
"4740","Østerbro",NA,1,1,31,55.708754,12.573687,"S"
"4741","Nørrebro",NA,2,1,85,55.685329,12.558771,"E"
"4742","Indre By",5,4,0,388,55.685186,12.589828,"E"
"4743","Amager Øst",5,2,1,74,55.662385,12.630848,"P"
"4744","Vesterbro-Kongens Enghave",4.5,2,1,116,55.670156,12.546213,"E"
"4745","Bispebjerg",NA,2,1,62,55.703314,12.522437,"P"
"4746","Indre By",4.5,2,1,88,55.669431,12.5851,"P"
"4747","Indre By",4.5,2,1,101,55.681862,12.572542,"P"
"4748","Bispebjerg",NA,2,1,55,55.704008,12.523376,"P"
"4749","Indre By",4.5,2,0,78,55.686446,12.614162,"E"
"4750","Amager Øst",4.5,3,1,62,55.646961,12.625554,"E"
"4751","Amager Vest",NA,4,2,75,55.633278,12.578606,"E"
"4752","Amager Vest",5,3,1,94,55.658843,12.603071,"E"
"4753","Vesterbro-Kongens Enghave",NA,1,1,62,55.644145,12.549083,"S"
"4754","Valby",NA,6,2,116,55.663876,12.510566,"E"
"4755","Vesterbro-Kongens Enghave",4.5,4,1,67,55.649894,12.528306,"E"
"4756","Brønshøj-Husum",4,4,1,19,55.719697,12.474984,"S"
"4757","Amager Øst",4.5,2,1,37,55.665988,12.611453,"P"
"4758","Indre By",4.5,2,1,108,55.681071,12.591165,"P"
"4759","Vesterbro-Kongens Enghave",5,2,1,101,55.66445,12.542194,"E"
"4760","Valby",NA,3,1,109,55.664095,12.513574,"E"
"4761","Indre By",NA,2,1,62,55.690165,12.572944,"P"
"4762","Amager Vest",5,2,1,93,55.658977,12.589606,"P"
"4763","Vesterbro-Kongens Enghave",5,6,2,124,55.651789,12.544909,"E"
"4764","Nørrebro",4.5,3,1,63,55.697358,12.547612,"E"
"4765","Amager Vest",NA,1,1,46,55.662975,12.594953,"E"
"4766","Vesterbro-Kongens Enghave",5,4,2,125,55.672693,12.55285,"E"
"4767","Indre By",NA,5,1,147,55.678277,12.571464,"P"
"4768","Vesterbro-Kongens Enghave",5,2,1,93,55.648659,12.550405,"E"
"4769","Vanløse",NA,2,1,777,55.683029,12.487228,"E"
"4770","Østerbro",4.5,2,1,45,55.706297,12.573894,"P"
"4771","Amager Øst",5,6,2,140,55.648922,12.625494,"E"
"4772","Østerbro",5,1,1,62,55.709996,12.572784,"P"
"4773","Vanløse",NA,2,1,139,55.679705,12.486002,"E"
"4774","Amager Vest",4,5,2,156,55.664096,12.600692,"E"
"4775","Amager Vest",NA,3,2,156,55.633807,12.575005,"E"
"4776","Indre By",5,1,1,85,55.686251,12.565685,"E"
"4777","Vesterbro-Kongens Enghave",NA,4,3,116,55.646563,12.549724,"E"
"4778","Valby",NA,2,1,46,55.667131,12.50855,"E"
"4779","Vanløse",NA,5,2,94,55.681554,12.488742,"E"
"4780","Østerbro",NA,1,1,31,55.70933,12.566569,"P"
"4781","Vesterbro-Kongens Enghave",4.5,2,1,93,55.67122,12.553905,"P"
"4782","Valby",5,2,1,70,55.661503,12.51134,"E"
"4783","Vanløse",NA,8,4,132,55.694367,12.503599,"E"
"4784","Bispebjerg",5,2,1,72,55.706084,12.532801,"P"
"4785","Vesterbro-Kongens Enghave",5,2,1,107,55.67047,12.54584,"E"
"4786","Vesterbro-Kongens Enghave",NA,3,1,79,55.663501,12.543552,"E"
"4787","Nørrebro",4.5,4,2,133,55.691042,12.562646,"E"
"4788","Amager Vest",NA,3,1,116,55.665267,12.594291,"E"
"4789","Amager Øst",NA,2,2,68,55.665689,12.610174,"E"
"4790","Vanløse",NA,3,1,78,55.694841,12.509798,"E"
"4791","Østerbro",5,2,1,82,55.708599,12.574446,"P"
"4792","Brønshøj-Husum",NA,2,1,34,55.704653,12.487826,"P"
"4793","Østerbro",NA,2,1,72,55.70601,12.591396,"P"
"4794","Østerbro",4.5,1,1,36,55.711113,12.576011,"P"
"4795","Nørrebro",5,6,2,123,55.693498,12.553719,"E"
"4796","Amager Vest",NA,4,1,126,55.653707,12.600038,"E"
"4797","Vanløse",4.5,2,1,80,55.678997,12.485261,"E"
"4798","Bispebjerg",4.5,4,1,65,55.70458,12.531244,"E"
"4799","Vesterbro-Kongens Enghave",NA,4,1,156,55.666527,12.546089,"E"
"4800","Vesterbro-Kongens Enghave",5,3,1,70,55.644662,12.525412,"E"
"4801","Bispebjerg",4.5,4,2,92,55.709056,12.520869,"E"
"4802","Amager Vest",4,7,4,93,55.619635,12.577995,"E"
"4803","Vanløse",NA,4,2,85,55.683013,12.482281,"E"
"4804","Indre By",5,2,1,62,55.676651,12.570673,"P"
"4805","Amager Øst",NA,5,1,69,55.650452,12.620369,"P"
"4806","Østerbro",5,2,1,93,55.708478,12.583967,"P"
"4807","Amager Øst",5,2,1,46,55.664994,12.609661,"P"
"4808","Nørrebro",NA,5,1,69,55.691805,12.563221,"E"
"4809","Amager Øst",NA,3,1,125,55.652191,12.614455,"P"
"4810","Indre By",NA,2,1,311,55.689382,12.585021,"P"
"4811","Amager Øst",NA,2,1,55,55.664119,12.62085,"P"
"4812","Amager Øst",4.5,2,1,46,55.657193,12.623191,"E"
"4813","Amager Øst",NA,2,1,46,55.667094,12.602356,"P"
"4814","Østerbro",5,3,1,43,55.70711,12.586506,"P"
"4815","Indre By",5,2,1,77,55.671621,12.59575,"E"
"4816","Valby",NA,2,1,155,55.665015,12.51217,"E"
"4817","Østerbro",5,2,1,39,55.710261,12.565813,"S"
"4818","Østerbro",NA,2,1,109,55.70157,12.576104,"P"
"4819","Vesterbro-Kongens Enghave",NA,3,1,44,55.671405,12.545751,"E"
"4820","Nørrebro",NA,2,1,118,55.689526,12.556584,"E"
"4821","Amager Øst",4.5,3,1,70,55.660986,12.612278,"E"
"4822","Valby",NA,8,5,132,55.669449,12.493383,"E"
"4823","Amager Vest",4.5,2,1,77,55.664013,12.597634,"P"
"4824","Amager Vest",5,5,2,185,55.658135,12.56594,"E"
"4825","Indre By",5,4,2,95,55.674974,12.598493,"E"
"4826","Vesterbro-Kongens Enghave",4.5,7,4,230,55.645473,12.551598,"E"
"4827","Østerbro",4.5,2,1,55,55.703216,12.584537,"P"
"4828","Indre By",3.5,2,1,93,55.681292,12.577912,"P"
"4829","Amager Vest",4.5,2,1,77,55.655872,12.603416,"E"
"4830","Østerbro",NA,2,1,108,55.723948,12.576565,"E"
"4831","Valby",NA,3,1,81,55.663125,12.513229,"E"
"4832","Vanløse",5,3,1,70,55.681594,12.486795,"E"
"4833","Østerbro",5,2,1,77,55.710976,12.56923,"E"
"4834","Vanløse",NA,2,1,101,55.69753,12.502081,"E"
"4835","Vesterbro-Kongens Enghave",5,4,2,144,55.671638,12.54955,"E"
"4836","Østerbro",4.5,2,1,77,55.696404,12.575266,"P"
"4837","Vanløse",NA,5,3,265,55.691454,12.507602,"E"
"4838","Indre By",NA,2,1,79,55.674377,12.5892,"P"
"4839","Valby",5,4,2,54,55.667374,12.479157,"E"
"4840","Amager Vest",5,4,2,132,55.633921,12.577933,"E"
"4841","Valby",4.5,3,2,77,55.667537,12.508249,"E"
"4842","Østerbro",NA,2,1,93,55.699575,12.586677,"P"
"4843","Vanløse",NA,2,1,54,55.68864,12.497495,"E"
"4844","Vanløse",5,2,1,70,55.694548,12.511857,"E"
"4845","Vesterbro-Kongens Enghave",5,3,1,109,55.670771,12.552,"E"
"4846","Valby",NA,4,2,101,55.664721,12.520754,"E"
"4847","Vesterbro-Kongens Enghave",NA,2,1,124,55.666331,12.540384,"E"
"4848","Valby",NA,4,1,156,55.64639,12.502254,"E"
"4849","Amager Øst",4.5,4,1,55,55.656114,12.620743,"P"
"4850","Bispebjerg",5,2,1,50,55.711069,12.526333,"P"
"4851","Østerbro",4.5,2,1,39,55.705075,12.582874,"P"
"4852","Valby",5,2,1,55,55.67037,12.492372,"E"
"4853","Amager Vest",5,2,1,81,55.660975,12.601977,"E"
"4854","Valby",5,2,1,46,55.646632,12.499465,"P"
"4855","Vesterbro-Kongens Enghave",NA,2,NA,NA,55.645304,12.549097,"P"
"4856","Indre By",5,2,1,155,55.681579,12.56277,"E"
"4857","Bispebjerg",NA,2,1,34,55.703193,12.522328,"P"
"4858","Vanløse",4,3,2,62,55.6928,12.50491,"E"
"4859","Valby",4,4,3,156,55.659947,12.491708,"E"
"4860","Valby",NA,5,4,122,55.661117,12.5202,"E"
"4861","Vesterbro-Kongens Enghave",4.5,2,2,71,55.661894,12.533638,"E"
"4862","Indre By",4.5,3,1,93,55.676187,12.596368,"E"
"4863","Vesterbro-Kongens Enghave",5,4,2,121,55.645523,12.534929,"E"
"4864","Vesterbro-Kongens Enghave",4.5,2,1,156,55.67283,12.550144,"E"
"4865","Bispebjerg",NA,1,1,156,55.698425,12.5251,"P"
"4866","Amager Vest",4.5,4,2,93,55.658952,12.600996,"E"
"4867","Indre By",NA,2,1,108,55.685616,12.614021,"P"
"4868","Nørrebro",5,3,1,124,55.690414,12.563067,"E"
"4869","Østerbro",5,2,1,65,55.714526,12.576682,"P"
"4870","Valby",NA,2,1,109,55.664623,12.512949,"E"
"4871","Indre By",4,1,1,40,55.681621,12.57193,"P"
"4872","Nørrebro",5,2,1,61,55.689884,12.544004,"P"
"4873","Valby",NA,4,2,70,55.665088,12.515601,"E"
"4874","Valby",5,2,1,77,55.665397,12.517932,"E"
"4875","Indre By",NA,2,1,55,55.684539,12.566215,"P"
"4876","Vesterbro-Kongens Enghave",4.5,3,1,139,55.667384,12.548055,"E"
"4877","Indre By",5,2,1,125,55.683,12.582591,"E"
"4878","Valby",NA,2,1,62,55.664022,12.51894,"E"
"4879","Valby",NA,2,1,62,55.662146,12.519871,"E"
"4880","Valby",5,4,2,85,55.654125,12.512109,"E"
"4881","Amager Vest",4.5,8,4,150,55.635577,12.586478,"E"
"4882","Valby",NA,2,2,43,55.675498,12.487386,"E"
"4883","Vesterbro-Kongens Enghave",4.5,5,2,171,55.665555,12.549907,"E"
"4884","Valby",NA,3,1,48,55.649382,12.504783,"E"
"4885","Vesterbro-Kongens Enghave",5,3,1,74,55.664483,12.543736,"E"
"4886","Indre By",NA,2,1,77,55.682576,12.56193,"P"
"4887","Østerbro",3,3,1,46,55.709601,12.577301,"E"
"4888","Valby",5,4,3,101,55.663175,12.516119,"E"
"4889","Vesterbro-Kongens Enghave",NA,4,1,82,55.664979,12.542732,"E"
"4890","Nørrebro",NA,5,3,116,55.6962,12.546962,"E"
"4891","Amager Øst",NA,2,1,113,55.648966,12.628644,"P"
"4892","Amager Øst",4.5,1,1,58,55.667783,12.617441,"P"
"4893","Amager Vest",NA,5,1,217,55.654892,12.566521,"E"
"4894","Indre By",NA,1,1,39,55.684403,12.614696,"P"
"4895","Valby",NA,5,3,116,55.647021,12.490826,"E"
"4896","Vesterbro-Kongens Enghave",NA,2,1,67,55.657563,12.537827,"E"
"4897","Valby",NA,6,3,621,55.674197,12.488799,"E"
"4898","Amager Vest",4.5,2,1,116,55.664796,12.583537,"E"
"4899","Vesterbro-Kongens Enghave",4.5,2,1,39,55.671662,12.557191,"P"
"4900","Nørrebro",5,4,1,101,55.695966,12.545471,"E"
"4901","Østerbro",NA,2,1,84,55.704761,12.589444,"E"
"4902","Vesterbro-Kongens Enghave",NA,4,2,156,55.666705,12.548105,"E"
"4903","Amager Øst",NA,4,3,125,55.665279,12.607322,"E"
"4904","Indre By",4.5,2,1,70,55.681116,12.564043,"E"
"4905","Amager Øst",3.5,3,1,46,55.66753,12.614482,"E"
"4906","Amager Øst",NA,4,2,108,55.666118,12.6108,"E"
"4907","Østerbro",NA,10,5,248,55.702838,12.58158,"E"
"4908","Bispebjerg",5,2,1,78,55.70999,12.538692,"E"
"4909","Vesterbro-Kongens Enghave",NA,6,4,287,55.672688,12.548151,"E"
"4910","Østerbro",NA,2,2,69,55.711243,12.566594,"E"
"4911","Valby",NA,9,4,132,55.657881,12.485964,"E"
"4912","Valby",NA,3,1,77,55.667483,12.517694,"E"
"4913","Vesterbro-Kongens Enghave",4.5,4,2,171,55.671303,12.545023,"E"
"4914","Amager Øst",5,4,1,156,55.663567,12.60367,"E"
"4915","Valby",5,2,1,91,55.660134,12.520522,"E"
"4916","Vesterbro-Kongens Enghave",5,2,1,77,55.669846,12.547239,"E"
"4917","Amager Vest",NA,5,3,85,55.616541,12.568698,"E"
"4918","Vesterbro-Kongens Enghave",5,5,3,152,55.664917,12.547566,"E"
"4919","Bispebjerg",4.5,3,1,46,55.709991,12.52005,"P"
"4920","Amager Øst",5,2,1,103,55.66201,12.60611,"E"
"4921","Vesterbro-Kongens Enghave",NA,2,1,77,55.659232,12.549826,"E"
"4922","Østerbro",5,2,0,81,55.71271,12.564427,"E"
"4923","Indre By",5,3,2,139,55.671736,12.595222,"E"
"4924","Vesterbro-Kongens Enghave",NA,4,3,125,55.666114,12.539227,"E"
"4925","Amager Øst",4.5,2,1,53,55.665915,12.612797,"P"
"4926","Amager Øst",NA,3,1,58,55.661908,12.616544,"E"
"4927","Bispebjerg",5,1,1,26,55.703395,12.532506,"P"
"4928","Amager Øst",4.5,2,1,77,55.659732,12.614923,"P"
"4929","Nørrebro",5,2,1,109,55.695144,12.549959,"E"
"4930","Nørrebro",4.5,4,1,116,55.686463,12.560355,"E"
"4931","Bispebjerg",5,2,1,46,55.703806,12.521839,"P"
"4932","Vesterbro-Kongens Enghave",5,2,1,104,55.651789,12.543543,"E"
"4933","Valby",NA,8,4,186,55.667649,12.495589,"E"
"4934","Vesterbro-Kongens Enghave",NA,4,2,156,55.655997,12.549707,"E"
"4935","Nørrebro",NA,2,1,33,55.69467,12.545694,"P"
"4936","Amager Øst",5,2,1,56,55.664813,12.610881,"P"
"4937","Amager Vest",4.5,2,1,55,55.659146,12.60188,"P"
"4938","Indre By",5,4,2,101,55.676206,12.597245,"E"
"4939","Valby",NA,2,1,64,55.665839,12.509349,"E"
"4940","Vesterbro-Kongens Enghave",5,4,2,171,55.647045,12.547084,"E"
"4941","Nørrebro",4.5,2,1,93,55.691185,12.560233,"E"
"4942","Vesterbro-Kongens Enghave",NA,4,1,77,55.665593,12.549632,"E"
"4943","Amager Vest",NA,3,1,75,55.663878,12.580216,"E"
"4944","Vanløse",4.5,1,1,55,55.706003,12.51407,"P"
"4945","Vanløse",NA,6,4,131,55.690971,12.509349,"E"
"4946","Vesterbro-Kongens Enghave",4.5,2,1,70,55.673812,12.559724,"P"
"4947","Amager Øst",5,2,1,70,55.66285,12.604216,"E"
"4948","Vesterbro-Kongens Enghave",4.5,3,NA,NA,55.669961,12.54151,"P"
"4949","Østerbro",4.5,2,1,70,55.708962,12.584939,"P"
"4950","Valby",5,2,1,59,55.662301,12.510429,"E"
"4951","Indre By",4.5,4,2,123,55.691678,12.623529,"E"
"4952","Vesterbro-Kongens Enghave",NA,2,1,156,55.669043,12.542926,"E"
"4953","Vesterbro-Kongens Enghave",4.5,4,2,115,55.665033,12.547322,"E"
"4954","Amager Vest",NA,2,1,62,55.658767,12.602653,"E"
"4955","Vesterbro-Kongens Enghave",5,3,2,94,55.667977,12.544413,"E"
"4956","Amager Øst",4.5,5,3,156,55.665549,12.609908,"E"
"4957","Indre By",NA,4,1,156,55.673581,12.590159,"E"
"4958","Indre By",4.5,6,3,202,55.676677,12.595534,"E"
"4959","Valby",5,6,4,234,55.663527,12.495792,"E"
"4960","Amager Øst",5,4,1,113,55.663593,12.631084,"E"
"4961","Valby",NA,2,1,82,55.662063,12.511097,"E"
"4962","Valby",NA,4,1,70,55.668542,12.511123,"E"
"4963","Valby",4.5,6,3,156,55.664402,12.51579,"E"
"4964","Valby",NA,5,2,226,55.656719,12.519773,"E"
"4965","Østerbro",4.5,2,1,63,55.707129,12.584814,"P"
"4966","Vesterbro-Kongens Enghave",NA,5,2,144,55.646424,12.536662,"E"
"4967","Amager Vest",NA,6,4,153,55.623439,12.574143,"E"
"4968","Vesterbro-Kongens Enghave",4.5,2,1,147,55.665062,12.553481,"E"
"4969","Amager Vest",5,2,1,62,55.668284,12.581761,"P"
"4970","Amager Øst",4.5,2,1,72,55.66346,12.607697,"P"
"4971","Nørrebro",NA,1,1,38,55.687299,12.560062,"P"
"4972","Vanløse",5,3,1,78,55.689622,12.493775,"E"
"4973","Nørrebro",4.5,2,1,69,55.697223,12.553295,"P"
"4974","Amager Øst",5,2,1,101,55.663266,12.605701,"E"
"4975","Amager Vest",NA,8,3,140,55.61863,12.570648,"E"
"4976","Vesterbro-Kongens Enghave",NA,5,3,156,55.672229,12.552946,"E"
"4977","Amager Øst",4.5,5,1,101,55.664552,12.615301,"E"
"4978","Amager Vest",5,2,0,46,55.660497,12.595809,"E"
"4979","Amager Vest",4.5,2,1,101,55.663149,12.579882,"E"
"4980","Vesterbro-Kongens Enghave",NA,2,1,93,55.669218,12.541626,"E"
"4981","Vesterbro-Kongens Enghave",5,3,1,108,55.650152,12.550165,"E"
"4982","Indre By",5,3,1,115,55.676092,12.597411,"E"
"4983","Nørrebro",4.5,2,1,66,55.687506,12.558365,"P"
"4984","Amager Øst",NA,5,2,116,55.666816,12.617277,"E"
"4985","Vanløse",4.5,7,4,147,55.695173,12.503281,"E"
"4986","Vesterbro-Kongens Enghave",4.5,4,2,156,55.664934,12.547924,"E"
"4987","Østerbro",NA,4,1,74,55.707253,12.584712,"E"
"4988","Valby",3.5,2,1,52,55.661253,12.494316,"E"
"4989","Vesterbro-Kongens Enghave",4,2,0,78,55.668618,12.537633,"E"
"4990","Vesterbro-Kongens Enghave",5,2,1,108,55.669072,12.53838,"E"
"4991","Østerbro",NA,2,1,62,55.699397,12.586932,"P"
"4992","Vesterbro-Kongens Enghave",4.5,2,1,78,55.651362,12.54474,"P"
"4993","Bispebjerg",NA,2,1,46,55.704829,12.521401,"P"
"4994","Østerbro",4.5,2,1,53,55.706331,12.593651,"P"
"4995","Amager Vest",5,2,1,93,55.660056,12.602038,"E"
"4996","Nørrebro",5,3,1,85,55.700161,12.547575,"E"
"4997","Amager Øst",NA,5,3,90,55.665003,12.607287,"E"
"4998","Nørrebro",5,2,1,123,55.690629,12.556297,"E"
"4999","Amager Vest",5,4,3,85,55.633631,12.577605,"E"
"5000","Indre By",4.5,2,1,80,55.673025,12.594096,"E"
"5001","Østerbro",5,1,1,62,55.7082,12.559036,"P"
"5002","Valby",NA,4,2,78,55.663258,12.514246,"E"
"5003","Indre By",NA,2,1,70,55.691027,12.57332,"P"
"5004","Valby",NA,8,5,162,55.665695,12.49066,"E"
"5005","Amager Vest",5,2,1,115,55.660588,12.599299,"E"
"5006","Vanløse",NA,2,1,69,55.692664,12.508158,"E"
"5007","Valby",5,2,1,140,55.663489,12.497188,"E"
"5008","Amager Vest",4.5,4,1,139,55.660329,12.60473,"E"
"5009","Amager Vest",5,3,1,101,55.662495,12.579454,"E"
"5010","Østerbro",NA,2,1,62,55.706434,12.583405,"P"
"5011","Vesterbro-Kongens Enghave",4.5,2,1,108,55.666016,12.549792,"E"
"5012","Amager Øst",NA,2,1,77,55.654354,12.615804,"E"
"5013","Amager Øst",NA,4,2,125,55.666746,12.624432,"E"
"5014","Indre By",4.5,2,1,77,55.681343,12.574158,"P"
"5015","Vesterbro-Kongens Enghave",5,2,1,77,55.665431,12.542072,"E"
"5016","Amager Vest",5,3,1,116,55.631134,12.576017,"E"
"5017","Amager Vest",5,2,1,108,55.668062,12.594503,"E"
"5018","Østerbro",5,4,2,108,55.707522,12.56439,"E"
"5019","Amager Vest",4,2,1,38,55.657178,12.602584,"P"
"5020","Amager Vest",4.5,2,1,42,55.657489,12.608328,"P"
"5021","Nørrebro",5,2,1,94,55.69145,12.558283,"E"
"5022","Nørrebro",5,4,2,147,55.682946,12.556821,"E"
"5023","Vesterbro-Kongens Enghave",NA,4,2,164,55.671435,12.544781,"E"
"5024","Indre By",4.5,2,1,93,55.673858,12.573368,"P"
"5025","Indre By",5,6,3,287,55.687368,12.595126,"E"
"5026","Vesterbro-Kongens Enghave",NA,2,1,128,55.669484,12.560535,"E"
"5027","Amager Øst",NA,2,1,46,55.6645,12.605481,"P"
"5028","Indre By",5,4,1,156,55.686979,12.588718,"E"
"5029","Amager Øst",5,2,1,57,55.664689,12.611075,"P"
"5030","Amager Vest",4.5,2,1,109,55.661098,12.5983,"E"
"5031","Vanløse",NA,4,2,116,55.693954,12.511975,"E"
"5032","Valby",4.5,2,1,70,55.666811,12.507709,"E"
"5033","Vesterbro-Kongens Enghave",5,2,1,116,55.66716,12.548891,"E"
"5034","Amager Vest",5,4,3,147,55.631673,12.573068,"E"
"5035","Vesterbro-Kongens Enghave",NA,4,1,103,55.647741,12.525102,"E"
"5036","Vesterbro-Kongens Enghave",4.5,4,1,202,55.67201,12.550296,"E"
"5037","Amager Øst",4.5,2,1,71,55.662645,12.619872,"P"
"5038","Amager Vest",NA,5,2,186,55.656075,12.597659,"E"
"5039","Bispebjerg",NA,4,1,63,55.712203,12.51644,"P"
"5040","Indre By",NA,2,1,77,55.670878,12.590309,"E"
"5041","Vesterbro-Kongens Enghave",5,6,3,186,55.672579,12.548005,"E"
"5042","Bispebjerg",NA,2,1,31,55.711263,12.52007,"P"
"5043","Amager Vest",4,4,1,79,55.659331,12.598108,"E"
"5044","Nørrebro",4.5,2,1,31,55.686052,12.549453,"S"
"5045","Bispebjerg",NA,1,1,36,55.697643,12.529331,"P"
"5046","Amager Øst",5,2,1,85,55.666293,12.610538,"E"
"5047","Vesterbro-Kongens Enghave",5,4,2,217,55.672505,12.553758,"E"
"5048","Valby",NA,4,1,77,55.667642,12.509896,"E"
"5049","Valby",4.5,2,1,77,55.654286,12.483316,"E"
"5050","Østerbro",NA,5,3,279,55.712549,12.571802,"E"
"5051","Østerbro",4.5,2,1,56,55.701561,12.581554,"P"
"5052","Indre By",5,4,1,72,55.675276,12.593964,"E"
"5053","Nørrebro",4.5,5,2,174,55.698127,12.542952,"E"
"5054","Brønshøj-Husum",NA,2,1,60,55.707624,12.513746,"P"
"5055","Valby",NA,6,3,156,55.656574,12.510139,"E"
"5056","Vesterbro-Kongens Enghave",5,3,2,108,55.671283,12.544464,"E"
"5057","Vesterbro-Kongens Enghave",4.5,2,1,93,55.669149,12.540425,"E"
"5058","Vanløse",NA,5,2,140,55.684324,12.484853,"E"
"5059","Amager Øst",4.5,4,NA,NA,55.656337,12.610877,"P"
"5060","Indre By",5,4,1,210,55.676271,12.598903,"E"
"5061","Nørrebro",5,4,1,77,55.704956,12.554467,"P"
"5062","Vesterbro-Kongens Enghave",NA,2,1,94,55.651229,12.525968,"E"
"5063","Amager Vest",NA,2,1,55,55.664677,12.577378,"P"
"5064","Amager Vest",4,4,1,77,55.656928,12.600251,"E"
"5065","Amager Vest",NA,4,2,103,55.633628,12.575356,"E"
"5066","Valby",NA,6,3,186,55.658824,12.51127,"E"
"5067","Vesterbro-Kongens Enghave",4.5,3,1,62,55.65619,12.535624,"E"
"5068","Bispebjerg",5,2,1,42,55.707276,12.539198,"P"
"5069","Amager Øst",NA,1,1,50,55.657959,12.61946,"P"
"5070","Vesterbro-Kongens Enghave",5,3,1,110,55.665603,12.548027,"E"
"5071","Vesterbro-Kongens Enghave",NA,2,1,116,55.671573,12.54953,"E"
"5072","Østerbro",NA,2,1,46,55.711623,12.571688,"P"
"5073","Vesterbro-Kongens Enghave",NA,4,1,109,55.667278,12.535457,"E"
"5074","Østerbro",5,1,1,38,55.702544,12.585745,"P"
"5075","Vesterbro-Kongens Enghave",NA,3,1,136,55.657972,12.5356,"E"
"5076","Vesterbro-Kongens Enghave",5,2,1,109,55.667848,12.53877,"E"
"5077","Valby",NA,4,2,125,55.66293,12.509259,"E"
"5078","Amager Vest",5,2,1,101,55.666642,12.593514,"E"
"5079","Amager Øst",NA,2,1,62,55.654977,12.611967,"P"
"5080","Valby",4.5,2,1,64,55.663667,12.512003,"E"
"5081","Nørrebro",5,4,2,147,55.694796,12.549565,"E"
"5082","Bispebjerg",5,4,2,93,55.699186,12.534569,"E"
"5083","Vanløse",4.5,4,2,106,55.693753,12.493101,"E"
"5084","Valby",NA,6,2,171,55.661097,12.488059,"E"
"5085","Vanløse",5,2,1,53,55.680598,12.488598,"P"
"5086","Valby",4.5,2,1,77,55.662244,12.519984,"E"
"5087","Valby",NA,2,1,52,55.653569,12.518308,"P"
"5088","Vesterbro-Kongens Enghave",5,2,1,94,55.667167,12.546177,"E"
"5089","Amager Øst",4.5,2,1,62,55.663586,12.624504,"P"
"5090","Indre By",4,4,2,178,55.680471,12.564508,"E"
"5091","Valby",4.5,4,2,70,55.661573,12.511056,"E"
"5092","Indre By",NA,2,NA,NA,55.675109,12.599933,"P"
"5093","Østerbro",5,2,1,69,55.707738,12.589887,"P"
"5094","Bispebjerg",4.5,4,1,54,55.706687,12.52804,"P"
"5095","Indre By",NA,2,1,77,55.673858,12.597297,"E"
"5096","Indre By",5,2,2,108,55.676643,12.598656,"E"
"5097","Vesterbro-Kongens Enghave",NA,2,1,66,55.665384,12.556858,"P"
"5098","Østerbro",NA,2,1,32,55.708761,12.578422,"P"
"5099","Østerbro",NA,1,1,55,55.698098,12.579748,"P"
"5100","Amager Vest",5,4,3,170,55.651974,12.564784,"E"
"5101","Vesterbro-Kongens Enghave",4.5,2,1,78,55.659542,12.557673,"P"
"5102","Vesterbro-Kongens Enghave",4.5,4,2,93,55.663974,12.548234,"E"
"5103","Vesterbro-Kongens Enghave",5,4,1,101,55.66593,12.546493,"E"
"5104","Vanløse",NA,2,1,78,55.686177,12.489738,"E"
"5105","Valby",4.5,4,1,101,55.666732,12.51099,"E"
"5106","Østerbro",5,4,1,77,55.707156,12.581403,"P"
"5107","Amager Vest",NA,2,1,93,55.634341,12.574158,"E"
"5108","Nørrebro",5,2,0,79,55.69315,12.544793,"E"
"5109","Indre By",4.5,2,1,113,55.686653,12.584538,"P"
"5110","Vanløse",NA,3,2,103,55.684723,12.487379,"E"
"5111","Amager Vest",NA,2,1,93,55.655912,12.602994,"E"
"5112","Vesterbro-Kongens Enghave",3.5,3,NA,NA,55.657612,12.536602,"P"
"5113","Amager Øst",3.5,2,1,39,55.657288,12.611204,"P"
"5114","Amager Øst",5,3,1,75,55.661976,12.604131,"E"
"5115","Vesterbro-Kongens Enghave",NA,4,2,94,55.649322,12.550449,"E"
"5116","Amager Øst",5,2,1,77,55.65932,12.630729,"P"
"5117","Vesterbro-Kongens Enghave",4.5,4,1,115,55.648579,12.535197,"E"
"5118","Indre By",NA,2,1,43,55.689748,12.572825,"P"
"5119","Amager Øst",4.5,4,3,136,55.659339,12.606672,"E"
"5120","Indre By",4.5,2,1,93,55.675154,12.597555,"E"
"5121","Bispebjerg",5,2,1,69,55.706555,12.537495,"P"
"5122","Nørrebro",NA,3,1,77,55.693441,12.544367,"E"
"5123","Valby",NA,3,1,77,55.663099,12.512178,"E"
"5124","Amager Vest",5,2,1,77,55.658384,12.604826,"E"
"5125","Indre By",5,2,1,125,55.676096,12.600245,"E"
"5126","Vanløse",NA,3,1,73,55.68324,12.489371,"E"
"5127","Vesterbro-Kongens Enghave",5,4,2,109,55.666899,12.5503,"E"
"5128","Amager Øst",5,2,1,70,55.665859,12.615732,"E"
"5129","Valby",NA,6,4,140,55.653127,12.495196,"E"
"5130","Vesterbro-Kongens Enghave",4.5,2,1,40,55.668697,12.537073,"P"
"5131","Østerbro",4.5,2,1,46,55.702671,12.585699,"P"
"5132","Nørrebro",5,6,3,156,55.690498,12.556898,"E"
