"","neighborhood","overall_satisfaction","accommodates","bedrooms","price","latitude","longitude","room_type"
"75","Vesterbro-Kongens Enghave",0,1,1,31,55.672094,12.551099,"S"
"76","Østerbro",4.5,1,1,23,55.708415,12.563181,"S"
"77","Nørrebro",0,2,1,27,55.702401,12.541056,"S"
"78","Vesterbro-Kongens Enghave",4.5,2,1,30,55.669129,12.550356,"S"
"79","Indre By",0,1,1,34,55.681448,12.582024,"S"
"80","Nørrebro",4.5,1,1,21,55.699254,12.545971,"S"
"81","Amager Øst",4.5,2,1,28,55.659768,12.609668,"S"
"82","Nørrebro",5,1,1,18,55.694368,12.540646,"S"
"83","Amager Vest",0,2,1,28,55.646556,12.613649,"S"
"84","Østerbro",5,1,1,30,55.706572,12.583516,"S"
"85","Amager Øst",4.5,2,1,33,55.664355,12.608494,"S"
"86","Nørrebro",0,2,1,25,55.696599,12.54496,"S"
"87","Brønshøj-Husum",0,7,4,373,55.703486,12.485632,"E"
"88","Brønshøj-Husum",5,7,3,283,55.702583,12.483279,"E"
"89","Vanløse",5,8,3,194,55.695832,12.492323,"E"
"90","Nørrebro",4,6,3,313,55.686975,12.548218,"E"
"91","Amager Vest",4.5,6,3,130,55.619621,12.571634,"E"
"92","Indre By",0,5,3,2091,55.682987,12.614836,"E"
"93","Vesterbro-Kongens Enghave",5,6,3,455,55.665481,12.552667,"E"
"94","Indre By",4.5,9,4,299,55.687012,12.614179,"E"
"95","Vesterbro-Kongens Enghave",0,6,3,139,55.643106,12.53302,"E"
"96","Brønshøj-Husum",0,5,3,112,55.705229,12.488476,"E"
"97","Vesterbro-Kongens Enghave",4.5,6,2,78,55.670593,12.554683,"E"
"98","Vesterbro-Kongens Enghave",0,5,2,60,55.671686,12.54691,"E"
"99","Amager Øst",0,6,3,224,55.65479,12.629139,"E"
"100","Amager Øst",4.5,6,3,209,55.660703,12.626203,"E"
"101","Vesterbro-Kongens Enghave",4.5,4,3,201,55.665118,12.547644,"E"
"102","Nørrebro",0,4,1,56,55.698415,12.550925,"E"
"103","Indre By",0,5,3,896,55.67773,12.605701,"E"
"104","Valby",0,6,3,597,55.674197,12.488799,"E"
"105","Indre By",5,8,4,448,55.685089,12.566526,"E"
"106","Vesterbro-Kongens Enghave",0,4,2,253,55.645654,12.550673,"E"
"107","Brønshøj-Husum",0,6,3,239,55.701619,12.493265,"E"
"108","Valby",5,5,4,186,55.668148,12.509644,"E"
"109","Indre By",4.5,4,1,194,55.694968,12.583183,"E"
"110","Amager Vest",5,3,1,139,55.661553,12.601744,"E"
"111","Østerbro",4.5,4,2,90,55.701728,12.58798,"E"
"112","Amager Øst",0,2,1,90,55.659355,12.607532,"E"
"113","Vanløse",5,2,1,64,55.689747,12.491136,"E"
"114","Amager Vest",0,2,1,66,55.660654,12.578936,"E"
"115","Vesterbro-Kongens Enghave",5,3,1,76,55.664483,12.543736,"E"
"116","Vesterbro-Kongens Enghave",4.5,3,1,63,55.669812,12.547128,"E"
"117","Valby",0,2,1,74,55.664836,12.518269,"E"
"118","Amager Vest",4.5,2,1,72,55.653542,12.597956,"E"
"119","Vanløse",5,3,1,74,55.686555,12.488226,"E"
"120","Vanløse",5,5,1,74,55.681739,12.489263,"E"
"121","Nørrebro",4.5,4,1,67,55.691107,12.53791,"E"
"122","Valby",0,3,2,62,55.667253,12.50903,"E"
"123","Amager Vest",0,2,1,74,55.663389,12.579328,"E"
"124","Nørrebro",0,2,1,74,55.691544,12.557714,"E"
"125","Bispebjerg",0,4,2,74,55.707829,12.530598,"E"
"126","Vanløse",5,3,2,74,55.693385,12.498413,"E"
"127","Østerbro",0,2,1,80,55.705027,12.586763,"E"
"128","Amager Øst",0,4,2,67,55.646705,12.628648,"E"
"129","Amager Øst",0,2,2,53,55.665462,12.615188,"E"
"130","Valby",0,2,1,44,55.667131,12.50855,"E"
"131","Vesterbro-Kongens Enghave",4.5,3,1,60,55.646408,12.525591,"E"
"132","Amager Øst",3.5,3,1,41,55.66753,12.614482,"E"
"133","Brønshøj-Husum",0,5,2,58,55.70552,12.490883,"E"
"134","Nørrebro",0,3,1,48,55.709575,12.55467,"E"
"135","Bispebjerg",5,4,1,56,55.708629,12.537342,"E"
"136","Nørrebro",4.5,2,1,59,55.699301,12.54648,"E"
"137","Nørrebro",0,2,1,50,55.691531,12.544434,"E"
"138","Bispebjerg",4.5,2,1,47,55.704631,12.527176,"E"
"139","Østerbro",3.5,3,2,60,55.71143,12.559685,"E"
"140","Vesterbro-Kongens Enghave",0,2,1,29,55.667266,12.549533,"E"
"141","Bispebjerg",4,3,1,37,55.706259,12.537311,"E"
"142","Indre By",0,8,4,2987,55.685074,12.588997,"E"
"143","Amager Vest",0,5,2,8960,55.663038,12.585402,"E"
"144","Amager Vest",0,3,1,5196,55.66508,12.595452,"E"
"145","Indre By",4.5,6,3,3072,55.679201,12.59237,"E"
"146","Indre By",4.5,2,1,1241,55.679578,12.568388,"E"
"147","Vanløse",0,10,6,970,55.689503,12.484729,"E"
"148","Vanløse",5,10,6,970,55.689787,12.486882,"E"
"149","Indre By",0,6,3,731,55.685463,12.59465,"E"
"150","Indre By",0,6,0,747,55.69425,12.612104,"E"
"151","Indre By",5,10,6,1020,55.68252,12.57436,"E"
"152","Amager Vest",0,3,2,746,55.63219,12.575795,"E"
"153","Indre By",0,6,4,821,55.674075,12.573971,"E"
"154","Vesterbro-Kongens Enghave",0,3,2,747,55.667282,12.554795,"E"
"155","Indre By",5,6,3,778,55.683107,12.582258,"E"
"156","Valby",0,3,2,927,55.658856,12.513188,"E"
"157","Indre By",0,4,1,745,55.676742,12.571523,"E"
"158","Indre By",5,8,3,747,55.678594,12.573319,"E"
"159","Indre By",4.5,16,5,896,55.681185,12.57592,"E"
"160","Vesterbro-Kongens Enghave",5,4,1,747,55.658995,12.561322,"E"
"161","Indre By",5,2,1,836,55.678998,12.575435,"E"
"162","Nørrebro",0,4,2,522,55.689518,12.559123,"E"
"163","Indre By",3.5,11,5,538,55.681617,12.583572,"E"
"164","Amager Vest",0,6,3,672,55.632686,12.57267,"E"
"165","Bispebjerg",5,4,1,597,55.710268,12.53038,"E"
"166","Amager Vest",0,6,3,555,55.642745,12.602929,"E"
"167","Indre By",0,5,1,721,55.683064,12.573788,"E"
"168","Indre By",0,6,2,597,55.679178,12.563259,"E"
"169","Indre By",4.5,6,3,522,55.683654,12.614841,"E"
"170","Østerbro",0,5,4,522,55.726661,12.572493,"E"
"171","Indre By",0,6,2,522,55.687506,12.590848,"E"
"172","Indre By",0,7,4,672,55.680288,12.602841,"E"
"173","Indre By",5,8,5,672,55.682621,12.569166,"E"
"174","Indre By",5,10,5,552,55.687106,12.594592,"E"
"175","Indre By",5,8,4,672,55.679447,12.56341,"E"
"176","Indre By",0,5,3,672,55.686965,12.590941,"E"
"177","Amager Vest",4.5,4,2,534,55.669076,12.580473,"E"
"178","Indre By",4.5,12,6,672,55.679996,12.564202,"E"
"179","Indre By",5,4,2,593,55.681642,12.563884,"E"
"180","Indre By",5,6,4,595,55.680196,12.588841,"E"
"181","Indre By",0,6,3,522,55.677876,12.590322,"E"
"182","Østerbro",0,6,4,582,55.701055,12.583184,"E"
"183","Indre By",5,5,3,611,55.690702,12.571914,"E"
"184","Indre By",4.5,7,3,568,55.670854,12.590801,"E"
"185","Indre By",0,12,4,596,55.677635,12.571164,"E"
"186","Amager Øst",0,10,5,522,55.662808,12.612716,"E"
"187","Amager Vest",5,8,3,538,55.669093,12.578849,"E"
"188","Amager Vest",0,12,6,626,55.651873,12.610936,"E"
"189","Indre By",0,8,3,522,55.681509,12.589086,"E"
"190","Vesterbro-Kongens Enghave",5,8,4,627,55.653601,12.55204,"E"
"191","Indre By",4.5,10,5,522,55.672594,12.575977,"E"
"192","Indre By",0,6,2,522,55.690998,12.577299,"E"
"193","Indre By",4.5,5,3,522,55.674896,12.59176,"E"
"194","Indre By",0,6,3,522,55.690828,12.579855,"E"
"195","Indre By",5,4,2,597,55.676338,12.570778,"E"
"196","Indre By",0,7,3,575,55.678527,12.590415,"E"
"197","Brønshøj-Husum",4.5,7,3,343,55.707794,12.460995,"E"
"198","Indre By",5,8,3,354,55.673485,12.574544,"E"
"199","Brønshøj-Husum",4.5,16,5,358,55.701893,12.484104,"E"
"200","Østerbro",5,5,3,321,55.694108,12.572021,"E"
"201","Amager Vest",0,6,3,388,55.631832,12.571901,"E"
"202","Vanløse",4.5,6,3,366,55.691405,12.488861,"E"
"203","Amager Øst",0,8,3,388,55.651025,12.627056,"E"
"204","Amager Vest",4.5,8,4,373,55.664328,12.575015,"E"
"205","Valby",4.5,13,6,389,55.662911,12.4788,"E"
"206","Valby",5,9,4,321,55.661595,12.503321,"E"
"207","Vesterbro-Kongens Enghave",0,6,4,373,55.671982,12.554264,"E"
"208","Amager Vest",0,5,3,328,55.65303,12.564389,"E"
"209","Østerbro",0,6,3,366,55.697012,12.577124,"E"
"210","Vesterbro-Kongens Enghave",0,8,2,329,55.667044,12.548709,"E"
"211","Indre By",4.5,6,3,318,55.682797,12.57818,"E"
"212","Valby",0,6,3,322,55.675755,12.491171,"E"
"213","Østerbro",5,9,5,515,55.692774,12.569807,"E"
"214","Indre By",3.5,6,3,358,55.682896,12.588183,"E"
"215","Indre By",5,6,1,373,55.697584,12.590347,"E"
"216","Indre By",0,6,5,329,55.696061,12.584929,"E"
"217","Indre By",4.5,4,2,373,55.690384,12.570297,"E"
"218","Brønshøj-Husum",5,13,7,358,55.711484,12.510032,"E"
"219","Brønshøj-Husum",5,11,6,500,55.702176,12.501628,"E"
"220","Østerbro",0,2,1,511,55.697191,12.594322,"E"
"221","Valby",5,10,4,407,55.664567,12.49643,"E"
"222","Østerbro",5,5,3,329,55.697451,12.581527,"E"
"223","Indre By",5,9,4,492,55.680037,12.567966,"E"
"224","Østerbro",0,8,4,425,55.699958,12.575417,"E"
"225","Nørrebro",0,6,3,448,55.691407,12.559881,"E"
"226","Amager Øst",0,6,2,462,55.662478,12.603247,"E"
"227","Valby",0,10,5,373,55.654686,12.488351,"E"
"228","Nørrebro",4.5,3,1,373,55.697238,12.555377,"E"
"229","Vanløse",5,8,4,310,55.693168,12.509182,"E"
"230","Indre By",0,6,4,448,55.686116,12.566535,"E"
"231","Indre By",4.5,2,3,334,55.69492,12.600787,"E"
"232","Amager Øst",5,9,4,364,55.657647,12.618778,"E"
"233","Amager Øst",0,4,1,361,55.663125,12.609525,"E"
"234","Amager Vest",0,7,3,316,55.659361,12.589878,"E"
"235","Indre By",5,6,3,389,55.685599,12.566717,"E"
"236","Vesterbro-Kongens Enghave",4.5,4,2,336,55.671259,12.562301,"E"
"237","Østerbro",5,6,2,373,55.706131,12.576206,"E"
"238","Nørrebro",5,4,2,396,55.696086,12.556274,"E"
"239","Vesterbro-Kongens Enghave",0,6,3,433,55.672131,12.562468,"E"
"240","Østerbro",0,7,3,373,55.697011,12.576436,"E"
"241","Vanløse",5,16,7,418,55.694174,12.486432,"E"
"242","Indre By",5,5,2,373,55.682584,12.572487,"E"
"243","Amager Øst",5,6,5,366,55.654741,12.63617,"E"
"244","Nørrebro",0,3,1,448,55.696902,12.542235,"E"
"245","Vesterbro-Kongens Enghave",0,6,3,448,55.672177,12.557399,"E"
"246","Vesterbro-Kongens Enghave",4.5,8,4,448,55.673504,12.551189,"E"
"247","Amager Vest",0,4,3,464,55.654151,12.564759,"E"
"248","Indre By",5,10,4,379,55.676773,12.574775,"E"
"249","Indre By",0,8,4,418,55.696056,12.608275,"E"
"250","Indre By",5,5,2,328,55.678809,12.581086,"E"
"251","Amager Øst",0,10,4,324,55.658139,12.624347,"E"
"252","Indre By",4.5,5,2,329,55.685218,12.568432,"E"
"253","Indre By",0,5,3,335,55.685576,12.614562,"E"
"254","Nørrebro",5,5,3,358,55.694749,12.548779,"E"
"255","Østerbro",4.5,8,3,343,55.698998,12.593516,"E"
"256","Østerbro",5,6,4,334,55.699341,12.593729,"E"
"257","Indre By",5,3,1,508,55.684306,12.564363,"E"
"258","Østerbro",0,6,3,403,55.717416,12.578154,"E"
"259","Valby",0,9,4,373,55.663083,12.515348,"E"
"260","Amager Øst",0,12,4,373,55.660881,12.605405,"E"
"261","Indre By",3,4,2,329,55.681159,12.581845,"E"
"262","Amager Vest",0,4,1,448,55.660462,12.587343,"E"
"263","Indre By",5,6,4,448,55.683235,12.573326,"E"
"264","Indre By",5,6,3,329,55.683728,12.576587,"E"
"265","Indre By",0,8,5,373,55.688731,12.588617,"E"
"266","Indre By",4.5,3,2,373,55.678679,12.575467,"E"
"267","Indre By",5,8,4,492,55.682755,12.590932,"E"
"268","Vesterbro-Kongens Enghave",0,2,1,358,55.666106,12.555315,"E"
"269","Indre By",0,6,3,329,55.671105,12.587302,"E"
"270","Nørrebro",4.5,12,2,334,55.694743,12.54516,"E"
"271","Indre By",0,4,2,311,55.692199,12.575742,"E"
"272","Vesterbro-Kongens Enghave",0,4,2,373,55.666777,12.537337,"E"
"273","Vesterbro-Kongens Enghave",5,4,2,433,55.671261,12.550337,"E"
"274","Indre By",4.5,6,4,373,55.685389,12.588953,"E"
"275","Amager Vest",0,6,4,358,55.651131,12.611454,"E"
"276","Indre By",0,6,1,448,55.681165,12.574684,"E"
"277","Vesterbro-Kongens Enghave",5,7,4,448,55.664717,12.557844,"E"
"278","Indre By",4.5,6,2,343,55.675239,12.573334,"E"
"279","Østerbro",0,10,6,329,55.716807,12.581125,"E"
"280","Indre By",5,5,2,329,55.675995,12.570344,"E"
"281","Bispebjerg",4.5,10,4,342,55.70617,12.528019,"E"
"282","Indre By",4.5,6,2,448,55.682201,12.579767,"E"
"283","Amager Vest",0,4,1,388,55.65933,12.569701,"E"
"284","Indre By",0,6,3,396,55.69458,12.591085,"E"
"285","Østerbro",0,4,1,358,55.704489,12.57735,"E"
"286","Indre By",4.5,2,1,373,55.679853,12.579895,"E"
"287","Amager Øst",0,6,2,373,55.654635,12.636574,"E"
"288","Vesterbro-Kongens Enghave",5,5,3,357,55.673015,12.559363,"E"
"289","Indre By",0,2,1,313,55.682495,12.575077,"E"
"290","Indre By",5,4,0,357,55.685186,12.589828,"E"
"291","Indre By",0,10,5,385,55.688949,12.591823,"E"
"292","Indre By",5,4,2,358,55.683796,12.590525,"E"
"293","Østerbro",5,8,4,418,55.703213,12.578247,"E"
"294","Indre By",4.5,6,3,448,55.679892,12.576542,"E"
"295","Østerbro",0,6,4,410,55.701573,12.575777,"E"
"296","Nørrebro",0,7,3,373,55.687256,12.559484,"E"
"297","Indre By",5,4,2,373,55.678833,12.583602,"E"
"298","Indre By",5,4,3,380,55.685722,12.567493,"E"
"299","Indre By",0,7,3,433,55.679425,12.572929,"E"
"300","Indre By",0,6,3,343,55.680369,12.569784,"E"
"301","Indre By",5,5,3,343,55.673933,12.556295,"E"
"302","Indre By",5,5,3,313,55.684705,12.594094,"E"
"303","Indre By",0,8,2,373,55.682456,12.570509,"E"
"304","Østerbro",5,6,3,373,55.702843,12.578104,"E"
"305","Vesterbro-Kongens Enghave",0,7,3,373,55.670759,12.552745,"E"
"306","Indre By",0,3,1,433,55.677947,12.586935,"E"
"307","Amager Vest",0,3,1,448,55.633744,12.572763,"E"
"308","Indre By",0,6,3,400,55.681032,12.562432,"E"
"309","Indre By",4.5,12,6,336,55.688557,12.586778,"E"
"310","Amager Vest",0,6,3,329,55.660661,12.600628,"E"
"311","Nørrebro",5,6,3,336,55.696896,12.545311,"E"
"312","Indre By",5,11,5,448,55.679442,12.58814,"E"
"313","Amager Øst",4.5,8,4,332,55.664083,12.614521,"E"
"314","Østerbro",0,6,4,448,55.695174,12.573019,"E"
"315","Indre By",5,4,2,358,55.675364,12.573488,"E"
"316","Amager Øst",5,7,3,343,55.667547,12.599336,"E"
"317","Amager Øst",5,5,3,373,55.659985,12.631261,"E"
"318","Indre By",0,4,1,373,55.681119,12.58986,"E"
"319","Indre By",5,6,3,411,55.674351,12.576127,"E"
"320","Amager Vest",5,4,2,407,55.667016,12.583828,"E"
"321","Indre By",4.5,5,3,329,55.672194,12.589592,"E"
"322","Vesterbro-Kongens Enghave",0,4,1,373,55.669935,12.547176,"E"
"323","Indre By",4.5,8,3,387,55.679198,12.563294,"E"
"324","Nørrebro",0,7,3,351,55.691885,12.560124,"E"
"325","Indre By",5,6,3,402,55.683228,12.586602,"E"
"326","Indre By",0,4,2,341,55.675589,12.574768,"E"
"327","Vanløse",0,6,4,127,55.693647,12.474581,"E"
"328","Nørrebro",0,3,0,74,55.697129,12.539614,"E"
"329","Østerbro",4.5,6,3,50,55.706131,12.579278,"E"
"330","Amager Øst",5,8,4,522,55.654112,12.639287,"E"
"331","Nørrebro",0,4,2,597,55.690008,12.562052,"E"
"332","Valby",0,3,2,464,55.6605,12.517905,"E"
"333","Vesterbro-Kongens Enghave",5,3,2,448,55.670415,12.562494,"E"
"334","Vesterbro-Kongens Enghave",5,10,3,373,55.670392,12.564302,"E"
"335","Indre By",5,4,2,336,55.675624,12.590706,"E"
"336","Indre By",4.5,8,4,373,55.679826,12.604246,"E"
"337","Indre By",0,13,4,474,55.678387,12.570685,"E"
"338","Amager Vest",0,4,2,283,55.63404,12.583962,"E"
"339","Vesterbro-Kongens Enghave",0,5,2,224,55.646024,12.55457,"E"
"340","Amager Vest",5,6,3,209,55.638053,12.589751,"E"
"341","Nørrebro",4.5,8,3,269,55.697902,12.539615,"E"
"342","Østerbro",4.5,4,2,224,55.693952,12.571442,"E"
"343","Nørrebro",5,5,2,224,55.693424,12.542666,"E"
"344","Indre By",5,6,3,253,55.683995,12.588012,"E"
"345","Indre By",5,4,1,224,55.686391,12.581488,"E"
"346","Vesterbro-Kongens Enghave",5,4,1,216,55.668246,12.548984,"E"
"347","Amager Vest",5,8,4,224,55.647056,12.608562,"E"
"348","Indre By",0,6,3,224,55.684935,12.612887,"E"
"349","Indre By",5,4,3,208,55.683908,12.586804,"E"
"350","Indre By",5,4,1,262,55.672151,12.575095,"E"
"351","Nørrebro",4,6,3,209,55.699575,12.549692,"E"
"352","Nørrebro",5,4,3,253,55.686632,12.560591,"E"
"353","Østerbro",0,5,3,224,55.713862,12.572585,"E"
"354","Brønshøj-Husum",0,8,3,253,55.69998,12.493837,"E"
"355","Østerbro",0,6,3,253,55.702525,12.579481,"E"
"356","Vesterbro-Kongens Enghave",4.5,4,5,186,55.666687,12.555686,"E"
"357","Nørrebro",5,3,1,195,55.700367,12.551104,"E"
"358","Indre By",4.5,4,1,194,55.677296,12.574637,"E"
"359","Østerbro",0,4,3,194,55.697885,12.583877,"E"
"360","Indre By",4.5,6,3,194,55.681497,12.572912,"E"
"361","Indre By",0,5,2,194,55.695841,12.584821,"E"
"362","Østerbro",0,5,4,206,55.713796,12.573741,"E"
"363","Indre By",0,10,4,200,55.67836,12.570745,"E"
"364","Indre By",0,7,0,188,55.676834,12.573646,"E"
"365","Amager Vest",5,9,4,157,55.641679,12.609541,"E"
"366","Amager Vest",5,6,4,179,55.637006,12.587186,"E"
"367","Valby",4,5,2,164,55.664681,12.517974,"E"
"368","Amager Vest",5,6,3,149,55.639644,12.597604,"E"
"369","Vesterbro-Kongens Enghave",0,8,3,179,55.668053,12.545933,"E"
"370","Amager Vest",5,4,1,149,55.660743,12.569776,"E"
"371","Amager Øst",4.5,6,3,179,55.651175,12.619109,"E"
"372","Amager Vest",4.5,2,1,164,55.667987,12.580835,"E"
"373","Østerbro",0,6,3,179,55.699137,12.580564,"E"
"374","Indre By",0,4,2,179,55.68131,12.58217,"E"
"375","Nørrebro",5,3,1,170,55.692181,12.554492,"E"
"376","Vesterbro-Kongens Enghave",0,6,3,127,55.648663,12.554555,"E"
"377","Valby",0,6,2,127,55.667649,12.495846,"E"
"378","Amager Øst",5,6,4,134,55.642957,12.621144,"E"
"379","Østerbro",4,4,1,142,55.708417,12.564852,"E"
"380","Nørrebro",5,5,2,127,55.699739,12.547279,"E"
"381","Østerbro",0,2,1,127,55.697846,12.577569,"E"
"382","Østerbro",0,2,1,141,55.708536,12.588708,"E"
"383","Østerbro",4.5,3,1,134,55.708682,12.587735,"E"
"384","Valby",4.5,7,3,117,55.670026,12.492102,"E"
"385","Vesterbro-Kongens Enghave",0,5,2,104,55.644827,12.552453,"E"
"386","Amager Øst",5,5,2,111,55.65367,12.61418,"E"
"387","Amager Vest",0,6,2,119,55.633638,12.575855,"E"
"388","Amager Vest",0,4,2,109,55.633304,12.576505,"E"
"389","Indre By",4.5,3,1,111,55.691338,12.623092,"E"
"390","Vesterbro-Kongens Enghave",0,5,3,104,55.645134,12.531935,"E"
"391","Nørrebro",0,4,2,119,55.686031,12.549561,"E"
"392","Vanløse",0,4,1,104,55.697181,12.501469,"E"
"393","Bispebjerg",0,6,2,119,55.715977,12.517907,"E"
"394","Østerbro",4.5,2,1,119,55.732203,12.566821,"E"
"395","Amager Vest",5,5,3,112,55.659383,12.605717,"E"
"396","Amager Øst",5,4,1,104,55.664617,12.602777,"E"
"397","Østerbro",0,6,2,112,55.702871,12.594826,"E"
"398","Amager Vest",5,3,1,90,55.631918,12.581461,"E"
"399","Valby",0,4,1,102,55.663265,12.480327,"E"
"400","Valby",0,6,2,94,55.656061,12.513159,"E"
"401","Amager Vest",5,2,3,97,55.66455,12.57993,"E"
"402","Østerbro",0,4,1,90,55.699478,12.592317,"E"
"403","Brønshøj-Husum",0,8,3,90,55.700292,12.483651,"E"
"404","Nørrebro",0,4,2,90,55.701757,12.543882,"E"
"405","Nørrebro",5,4,1,90,55.701549,12.547668,"E"
"406","Østerbro",4.5,4,2,97,55.709981,12.56454,"E"
"407","Østerbro",5,4,2,102,55.71412,12.574767,"E"
"408","Østerbro",4.5,2,2,89,55.715037,12.570577,"E"
"409","Indre By",5,2,1,88,55.670546,12.590065,"E"
"410","Østerbro",0,2,1,90,55.707015,12.585091,"E"
"411","Østerbro",5,2,1,93,55.70622,12.580069,"E"
"412","Indre By",0,5,2,313,55.670938,12.570364,"E"
"413","Vanløse",0,8,5,373,55.694748,12.516646,"E"
"414","Vesterbro-Kongens Enghave",0,2,1,448,55.661343,12.560134,"E"
"415","Amager Øst",0,7,4,329,55.664151,12.603038,"E"
"416","Indre By",5,8,3,432,55.677844,12.581653,"E"
"417","Indre By",5,2,1,343,55.679217,12.565188,"E"
"418","Indre By",0,7,3,321,55.686392,12.613686,"E"
"419","Amager Vest",5,8,4,328,55.647753,12.611403,"E"
"420","Indre By",5,6,2,323,55.68151,12.562726,"E"
"421","Indre By",4.5,12,6,461,55.675895,12.576977,"E"
"422","Amager Øst",4.5,10,5,358,55.661142,12.620277,"E"
"423","Vesterbro-Kongens Enghave",5,3,1,313,55.67008,12.554557,"E"
